,Number,Name,RA,DEC,Type,V,posunc,centerdist,RA_rate,DEC_rate,geodist,heliodist,alpha,elong,x,y,z,vx,vy,vz,epoch
0,8703,Nakanotadao,205.06175041666663,-4.407810277777778,MB>Inner,17.8,0.009,5.232,-18.8455,16.862,1.31234762582,2.24263107293,12.58,150.73,-2.179530734,-0.48348605,-0.070808,0.002343322,-0.010841526,-0.00384111,2460020.0
1,,2015 PA96,205.0346325,-4.403824722222223,MB>Middle,22.2,0.038,96.0,-19.8301,13.056,2.10344186132,3.01974006456,9.29,150.75,-2.894619832,-0.818438523,-0.132004555,0.002590385,-0.008554757,-0.003128483,2460020.0
2,404361,2013 GP20,205.04818916666665,-4.5015930555555554,MB>Inner,21.4,0.062,336.53,-22.4087,17.789,1.35336722779,2.28265272825,12.35,150.72,-2.215793915,-0.500625738,-0.076296838,0.001314876,-0.010605522,-0.003670123,2460020.0
3,,2014 QM469,204.98852458333332,-4.2599744444444445,MB>Outer,22.3,0.335,595.962,-17.0682,17.628,2.3125086306,3.22666608543,8.67,150.83,-3.085649058,-0.905403624,-0.143475732,0.003928788,-0.008225439,-0.001493791,2460020.0
4,,2011 HP110,205.09984416666663,-4.2396086111111115,MB>Middle,22.2,0.261,625.553,-17.5333,21.239,1.73085959003,2.65258792681,10.6,150.72,-2.558877716,-0.662708589,-0.099305073,0.004382816,-0.009164688,-0.001961722,2460020.0
5,,2016 TO141,204.88253124999997,-4.431445833333334,MB>Middle,22.3,0.215,645.222,-22.881,7.482,2.05226293035,2.97009340767,9.4,150.9,-2.850477583,-0.792306623,-0.128023948,0.0024109,-0.007984614,-0.004533239,2460020.0
6,588950,2008 YS24,205.1307358333333,-4.243560277777778,MB>Middle,22.2,0.095,646.138,-21.4402,14.497,2.31634287042,3.22962239896,8.69,150.69,-3.086699684,-0.91319981,-0.142508819,0.00388656,-0.00691306,-0.002295214,2460020.0
7,78959,2003 SL232,204.87787124999997,-4.352625833333333,MB>Outer,19.5,0.007,687.498,-20.6053,7.601,2.36776956777,3.2818574804,8.49,150.92,-3.135425988,-0.924446593,-0.149327553,0.001438126,-0.008202682,-0.004308892,2460020.0
8,327584,2006 DX139,205.05208374999995,-4.215746388888889,MB>Outer,20.8,0.049,696.332,-19.5359,8.204,2.12291227157,3.03906684921,9.22,150.77,-2.912070194,-0.827280376,-0.125641547,0.002129413,-0.008798653,-0.004361957,2460020.0
9,,2017 CO46,205.13023166666665,-4.595346666666666,MB>Outer,22.4,1.779,715.635,-28.7726,0.152,2.07483664933,2.99073872976,9.42,150.62,-2.864198881,-0.809746551,-0.134227747,-0.000967777,-0.007899522,-0.006509827,2460020.0
10,463451,2013 OB5,205.0199883333333,-4.614390277777777,MB>Inner,21.3,0.058,753.925,-18.6263,10.886,1.24711035465,2.17901573001,12.95,150.73,-2.121633042,-0.455260083,-0.069630039,0.003633557,-0.010435847,-0.00471033,2460020.0
11,231654,2009 WD163,205.09617374999996,-4.619801944444445,MB>Outer,21.1,0.057,769.49,-19.6174,7.804,2.34475364088,3.25746547867,8.63,150.65,-3.111992892,-0.923157846,-0.158691745,0.004052098,-0.007312256,-0.004021939,2460020.0
12,8530,Korbokkur,204.96968708333333,-4.602659444444444,MB>Inner,17.6,0.017,770.258,-22.4004,8.511,1.4710210319,2.397995698,11.73,150.78,-2.325516154,-0.549931653,-0.087383811,0.005095958,-0.008516529,-0.004663824,2460020.0
13,451973,2014 NF29,205.27141374999997,-4.3672466666666665,MB>Outer,22.4,0.059,770.505,-19.1322,11.496,2.49663250348,3.40691917537,8.28,150.53,-3.24558358,-0.994325654,-0.160739905,0.002637062,-0.007724063,-0.002956913,2460020.0
14,116842,2004 FN42,205.2778775,-4.407585277777778,MB>Middle,20.3,0.047,778.917,-18.3035,13.76,1.92507538027,2.84249233844,9.95,150.52,-2.730812542,-0.750329361,-0.118397237,0.003665306,-0.008847813,-0.003174689,2460020.0
15,,2019 JE74,205.22580874999997,-4.556456388888889,MB>Middle,22.6,0.049,795.177,-22.3316,7.705,2.16228438989,3.07651470606,9.18,150.54,-2.944774804,-0.850447747,-0.141414311,0.003216027,-0.007389493,-0.004284588,2460020.0
16,,2006 SJ423,205.20238999999995,-4.586803333333333,MB>Inner,22.5,0.054,817.191,-25.4016,8.086,1.90101086472,2.81902101481,10.02,150.55,-2.709307882,-0.738644251,-0.121536843,0.003052804,-0.00746845,-0.004445429,2460020.0
17,179788,2002 TM8,205.14850416666664,-4.198174722222222,MB>Inner,21.0,0.063,821.492,-21.1229,12.538,1.59624204118,2.52019181547,11.18,150.68,-2.436686601,-0.607281342,-0.086749368,0.00421178,-0.008803173,-0.003921667,2460020.0
18,,2019 NH23,205.24079541666663,-4.264393888888889,MB>Outer,22.8,0.209,829.483,-17.5785,14.004,3.00442989019,3.91039358181,7.19,150.58,-3.705124016,-1.209996266,-0.195238324,0.003502961,-0.006671837,-0.001318659,2460020.0
19,454033,2012 FH26,205.04040041666664,-4.6399925,MB>Outer,21.2,0.058,834.917,-17.2455,20.321,2.21010730921,3.12472806367,8.99,150.7,-2.989484505,-0.862655217,-0.150721768,0.00157563,-0.009490426,-0.001169436,2460020.0
20,,2003 UX338,205.15287791666663,-4.631907222222223,MB>Middle,21.8,0.098,867.836,-31.5364,-4.368,1.79289326691,2.71285476744,10.41,150.59,-2.610814715,-0.691360182,-0.112186148,0.000972518,-0.007391101,-0.007298039,2460020.0
21,234292,Wolfganghansch,205.22728499999997,-4.212685555555556,MB>Middle,21.0,0.055,925.313,-22.8309,10.824,2.01581033059,2.93240506796,9.61,150.6,-2.812373386,-0.787906657,-0.118024954,0.001681169,-0.008403053,-0.003864899,2460020.0
22,156606,2002 GV85,205.23418916666662,-4.599548333333333,MB>Outer,20.0,0.024,926.066,-16.6986,15.98,2.16060142679,3.07475257131,9.19,150.52,-2.943190445,-0.848892943,-0.144418728,0.003466827,-0.008840386,-0.002224628,2460020.0
23,301518,2009 FC18,204.86499041666664,-4.224829166666667,MB>Middle,20.8,0.045,966.404,-19.8067,13.496,1.92485631913,2.84481610532,9.8,150.96,-2.735747444,-0.737600782,-0.112107469,0.002111703,-0.009257716,-0.003378654,2460020.0
24,,2013 UM58,204.96793624999998,-4.155152777777778,MB>Inner,22.5,0.0,972.765,-28.3972,2.104,1.82862783537,2.74955708109,10.18,150.87,-2.647591637,-0.701670278,-0.100937678,0.002309833,-0.007381394,-0.005896799,2460020.0
25,133225,2003 QS88,204.9512258333333,-4.156336111111112,MB>Outer,19.5,0.017,991.028,-22.983,2.499,2.43137882296,3.34456291884,8.34,150.88,-3.19298518,-0.955239748,-0.144894554,0.002480911,-0.006799324,-0.005607905,2460020.0
26,83123,2001 QL250,205.33495249999999,-4.466458055555556,MB>Middle,20.3,0.038,1005.262,-22.539,6.591,2.37122081785,3.28237103025,8.62,150.45,-3.13120474,-0.943766105,-0.154196045,0.002779892,-0.006916212,-0.00443202,2460020.0
