,Number,Name,RA,DEC,Type,V,posunc,centerdist,RA_rate,DEC_rate,geodist,heliodist,alpha,elong,x,y,z,vx,vy,vz,epoch
0,,143P,18.653162916666666,11.348693611111111,Comet,22.7,0.28,3.931,-9.1253,-5.524,5.31532413848,6.024640658,6.86,133.11,5.313797685,2.488519076,1.403867083,-0.002668564,0.004407137,0.001516493,2459910.0
1,,2014 OD439,18.66573375,11.342852777777779,MB>Inner,22.4,0.397,46.728,1.9478,0.488,1.36883287412,2.1594656362,19.41,133.12,1.664245376,1.229144674,0.613250401,-0.006372778,0.009527244,0.00473092,2459910.0
2,,2022 ST152,18.605952916666666,11.407355833333334,MB>Middle,21.8,0.041,269.882,-4.049,-13.325,1.76342702157,2.53440418172,16.47,133.09,2.037606103,1.358755495,0.707039717,-0.007922182,0.007756128,0.001453654,2459910.0
3,,2010 TM236,18.739530416666664,11.343671944444445,MB>Outer,22.2,0.068,301.953,-10.1518,-0.248,2.57289059491,3.31921526024,12.49,133.19,2.775197619,1.623410725,0.850494362,-0.004959465,0.00642043,0.004623149,2459910.0
4,79292,1995 UH11,18.56356458333333,11.332950555555556,MB>Inner,20.2,0.045,325.083,-7.0599,-3.729,1.61680116268,2.39370901516,17.48,133.02,1.895012382,1.311801951,0.665622012,-0.006272365,0.007789517,0.003834672,2459910.0
5,81353,2000 GP50,18.553633333333334,11.351454166666667,MB>Middle,20.6,0.007,354.937,-12.5165,5.394,1.68907448437,2.46266138629,16.98,133.02,1.967488777,1.341062387,0.673981956,-0.007496365,0.006177728,0.005296648,2459910.0
6,474589,2004 LZ29,18.5606925,11.4136675,MB>Inner,21.5,0.039,403.417,1.8223,-7.825,1.27533287239,2.07103122831,20.3,133.05,1.577297338,1.197592867,0.601746858,-0.006241858,0.009520723,0.003509406,2459910.0
7,56653,2000 KS48,18.771213333333332,11.323616388888889,MB>Inner,19.8,0.037,423.262,-3.1296,-10.267,1.65203055561,2.42893372764,17.17,133.21,1.922470899,1.323700586,0.676990547,-0.005481197,0.00886151,0.002753061,2459910.0
8,578666,2014 EE99,18.598607916666666,11.238881388888888,MB>Outer,22.0,0.063,442.833,-6.7666,-9.386,2.27152525279,3.02422641212,13.76,133.02,2.503350145,1.519732102,0.798675163,-0.006198664,0.007302403,0.001975757,2459910.0
9,140576,2001 TL217,18.56987125,11.457347777777777,MB>Outer,19.8,0.025,490.066,-3.4322,-11.87,2.10119487721,2.85957062687,14.56,133.07,2.341963029,1.45997541,0.774349431,-0.005758487,0.00845228,0.001744616,2459910.0
10,,2009 DG100,18.796173749999998,11.312893611111113,MB>Outer,21.5,0.031,517.992,-8.9923,1.287,2.0504985389,2.81204676625,14.77,133.23,2.295956235,1.458715051,0.746016474,-0.006369183,0.006911586,0.004775096,2459910.0
11,,2017 HP29,18.502874166666665,11.357574166666666,MB>Inner,22.5,0.079,534.853,-5.925,-8.47,1.73084309786,2.50221721675,16.72,132.97,2.002959698,1.345609384,0.693497907,-0.006627683,0.007793382,0.002745131,2459910.0
12,145746,1995 UR18,18.656852499999996,11.499900277777776,MB>Inner,20.6,0.047,542.725,-4.3216,-2.346,1.51919261686,2.30204790013,18.16,133.16,1.80023843,1.27983335,0.64866794,-0.005704261,0.008602305,0.004322076,2459910.0
13,,2020 AM13,18.7035125,11.522453333333335,MB>Middle,22.7,0.029,647.677,-7.9055,-8.947,2.15342959087,2.91148770507,14.26,133.21,2.384370437,1.484543706,0.78359742,-0.004822465,0.007588542,0.002553733,2459910.0
14,,2020 HQ182,18.50583833333333,11.239524999999999,MB>Outer,22.6,0.01,655.742,-6.0933,-7.171,2.32526048994,3.07560387458,13.55,132.94,2.5495076,1.530815581,0.805697898,-0.005060048,0.007812407,0.002773777,2459910.0
15,317412,2002 PC176,18.564849583333334,11.181953055555555,MB>Outer,20.5,0.043,679.568,-1.5601,-9.454,1.85481040882,2.62110407375,15.94,132.97,2.115975297,1.381542246,0.713153975,-0.006022188,0.008904039,0.002554685,2459910.0
16,416637,2004 SA16,18.512594583333332,11.217050833333333,MB>Middle,20.5,0.027,689.945,-10.625,5.765,1.90026362256,2.66448095642,15.68,132.94,2.155006129,1.402156716,0.708205434,-0.005206025,0.00704268,0.005975954,2459910.0
17,530018,2010 VG114,18.43903625,11.373022500000001,MB>Middle,20.8,0.005,764.138,-5.0596,0.128,1.35249186975,2.14248037552,19.64,132.92,1.664053067,1.228750891,0.614152262,-0.009458188,0.007289839,0.003946989,2459910.0
18,426785,2013 TZ123,18.777228749999995,11.525829722222223,MB>Middle,21.7,0.006,770.089,-7.1404,-2.323,2.00714882921,2.77065249733,14.98,133.28,2.247561788,1.439369948,0.746788921,-0.004767345,0.007959427,0.004324817,2459910.0
19,409918,2006 TD88,18.44192333333333,11.399928333333333,MB>Middle,21.0,0.029,771.041,2.5243,-5.979,1.45781364019,2.2419528946,18.73,132.93,1.749179471,1.251613118,0.637136101,-0.006558102,0.009536971,0.003589945,2459910.0
20,127736,2003 FN2,18.770822499999998,11.159845277777778,MB>Middle,20.1,0.022,796.352,-12.0589,5.411,1.94038504964,2.7051036174,15.39,133.16,2.190577592,1.424618898,0.714635897,-0.005355206,0.006647227,0.005854516,2459910.0
21,49994,2000 AR9,18.67358375,11.578028333333332,MB>Inner,19.3,0.037,826.749,-9.8853,-2.439,1.61568253609,2.39419656142,17.42,133.2,1.895401413,1.317497054,0.671860466,-0.007122081,0.006962929,0.003907118,2459910.0
22,529238,2009 SM372,18.89634208333333,11.337001111111112,MB>Middle,21.6,0.058,855.928,-2.6269,0.219,1.54231879734,2.32542100519,17.92,133.33,1.826754903,1.293939325,0.648331493,-0.007142502,0.008464584,0.004469927,2459910.0
23,,2017 QY122,18.478694583333333,11.5166675,MB>Middle,22.1,0.035,864.284,-4.8159,2.621,1.67062394433,2.444902647,17.11,133.0,1.946460762,1.32479854,0.67616984,-0.006656176,0.008054782,0.005045426,2459910.0
24,619187,1999 VA233,18.642365416666664,11.590146111111112,MB>Middle,21.9,0.174,868.53,-7.5649,-11.502,2.13083607381,2.88928518574,14.38,133.18,2.372098043,1.477596201,0.786004113,-0.006765029,0.007032083,0.001531191,2459910.0
25,445863,2012 TS57,18.807098749999998,11.150870277777779,MB>Inner,21.4,0.035,895.093,-3.1852,-0.026,1.26839294883,2.06562615366,20.31,133.19,1.579828588,1.20733443,0.591945701,-0.008448034,0.008035594,0.004133237,2459910.0
26,,2015 BQ97,18.436425,11.482932222222223,MB>Middle,21.7,0.04,906.8,-6.1804,-2.369,1.78793582144,2.55673270274,16.36,132.95,2.056541307,1.361884108,0.703252949,-0.006766921,0.007634054,0.003965961,2459910.0
27,159634,2002 CF28,18.859438749999995,11.188972222222223,MB>Middle,20.7,0.034,926.191,-11.1184,-2.218,1.78326539864,2.55485352572,16.29,133.25,2.05635953,1.379869957,0.695090507,-0.008278844,0.006112954,0.003566475,2459910.0
28,451025,2008 WK20,18.67178125,11.074791388888888,MB>Inner,21.2,0.035,989.716,7.7726,-12.246,1.10372197908,1.91113390239,22.08,133.04,1.432353436,1.147657385,0.566133346,-0.00943292,0.009258204,0.00242724,2459910.0
29,,2018 VF27,18.764519583333332,11.60452861111111,MB>Middle,20.6,0.129,998.353,14.9971,-7.019,1.04516807392,1.85893224625,22.64,133.3,1.375275637,1.126232175,0.560529675,-0.009355573,0.01018024,0.003309945,2459910.0
