,Number,Name,RA,DEC,Type,V,posunc,centerdist,RA_rate,DEC_rate,geodist,heliodist,alpha,elong,x,y,z,vx,vy,vz,epoch
0,,121P,80.13859374999998,13.929054166666667,Comet,18.3,0.39,11.355,-22.0177,4.959,2.89642160795,3.82040174761,5.94,156.4,1.038557947,3.539777407,1.015170516,-0.008725343,0.000610906,0.003690044,2459900.0
1,482967,2014 KE69,80.16148499999998,13.87881138888889,MB>Outer,21.6,0.097,190.233,-25.2569,-9.823,2.21295384833,3.14104076657,7.24,156.37,0.926357524,2.874510436,0.865840155,-0.009180477,0.003289239,3.732e-06,2459900.0
2,275420,2011 CH9,80.15922708333332,13.8720575,MB>Middle,19.6,0.025,210.63,-24.5817,-1.708,1.07053515113,2.01230763255,11.33,156.37,0.752507356,1.778744437,0.58051334,-0.012494533,0.004024926,0.002444181,2459900.0
3,568584,2004 HT81,80.12855541666666,14.042595555555556,MB>Outer,21.3,0.072,414.98,-27.4286,0.873,2.19364894151,3.12227101644,7.26,156.45,0.922381515,2.857829556,0.855008851,-0.008808313,0.002537063,0.002658357,2459900.0
4,,2021 QO61,80.09014124999999,14.037635555555555,MB>Cybele,21.8,0.119,433.703,-25.2139,0.701,2.40427810429,3.33154743648,6.79,156.48,0.958639336,3.058431859,0.905906513,-0.008743947,0.002635586,0.002658343,2459900.0
5,,2015 OM91,80.23955,14.0023375,MB>Outer,21.6,0.061,434.171,-26.3413,0.191,2.34745009447,3.27438813663,6.95,156.33,0.942619665,3.005349726,0.891347471,-0.008582831,0.002666236,0.002523015,2459900.0
6,,2014 OO418,80.02684083333331,13.8730925,MB>Inner,22.3,0.211,447.356,-32.7233,-7.271,1.65813514521,2.59189888973,8.74,156.49,0.838668586,2.34135907,0.726772665,-0.00929415,0.003713097,0.001270521,2459900.0
7,94340,2001 QN73,80.02942166666665,13.813525277777778,MB>Inner,18.0,0.017,569.049,-38.7319,34.744,1.0048014522,1.94819888065,11.66,156.47,0.739267496,1.728905117,0.546317728,-0.011506591,0.001191363,0.006208178,2459900.0
8,,2020 HU167,80.18168708333332,14.090564722222222,MB>Inner,21.8,0.183,601.601,-32.5726,8.69,1.47288295663,2.40855884496,9.44,156.41,0.808688686,2.174076249,0.676876174,-0.010409314,0.001456251,0.003628278,2459900.0
9,494768,2006 HE73,79.97699208333333,13.980400277777777,MB>Inner,22.8,0.105,605.44,-32.1893,-9.17,1.77948175865,2.71230507023,8.32,156.57,0.858922486,2.45716432,0.761640809,-0.008977401,0.003526693,0.000720194,2459900.0
10,,2016 LJ11,79.99906166666666,13.821175833333333,NEA>Amor,27.5,83.145,629.581,-30.7364,-7.858,2.82671369556,3.75153958228,6.02,156.5,1.017148057,3.450124982,1.007106739,-0.005128831,0.005607243,0.000688519,2459900.0
11,,2016 QF137,79.89677375,13.872333055555556,MB>Outer,21.9,0.294,878.976,-26.568,-3.673,2.16176605803,3.09138973823,7.28,156.61,0.927244731,2.827157478,0.846411319,-0.009139715,0.002593004,0.00149779,2459900.0
12,,2017 SN205,80.03463791666665,13.698545555555556,MB>Middle,21.8,0.084,906.922,-28.2217,-6.476,1.78610284756,2.71822905209,8.35,156.43,0.862426554,2.465845392,0.752134924,-0.009785095,0.00353043,0.001275598,2459900.0
13,,2015 OH177,79.95468874999999,14.104152777777777,MB>Inner,21.1,0.101,910.244,-32.9852,-0.677,0.88589665812,1.83232414994,12.33,156.62,0.720964319,1.588234008,0.535832771,-0.011658824,0.006752597,0.00329557,2459900.0
14,,2008 HL52,80.39758291666666,13.818682222222222,MB>Outer,22.6,0.153,977.221,-25.1769,-2.342,2.62027249502,3.54441180002,6.47,156.13,0.979221738,3.273084903,0.953639615,-0.008221748,0.001862976,0.001562964,2459900.0
15,34772,Lirachel,80.38096875,14.084536388888889,MB>Middle,19.2,0.032,1008.046,-31.2819,-2.012,1.5746046568,2.50822116186,9.13,156.22,0.817083867,2.258038455,0.706732189,-0.00972345,0.004512589,0.002492636,2459900.0
