,Number,Name,RA,DEC,Type,V,posunc,centerdist,RA_rate,DEC_rate,geodist,heliodist,alpha,elong,x,y,z,vx,vy,vz,epoch
0,,10P,104.98281958333332,22.306669166666666,Comet,21.5,0.37,4.564,0.6575,2.681,4.06222041572,4.47588224326,12.21,108.11,-1.961302879,3.698841418,1.571016723,-0.005811833,-0.001147416,0.000777632,2460020.0
1,,2014 HV27,104.87819791666665,22.36040861111111,MB>Outer,23.7,0.267,400.096,6.3506,0.069,3.09948125642,3.53975258265,15.52,108.0,-1.725154643,2.839890462,1.209228771,-0.007059646,-0.004056775,-0.001573415,2460020.0
2,,2021 PK87,104.97936208333333,22.188685555555555,MB>Outer,23.2,81.835,420.372,14.2498,5.617,2.53081241396,2.99764657555,18.41,108.12,-1.594029616,2.333372143,0.985106487,-0.009035704,-0.004138795,0.000318586,2460020.0
3,362455,2010 RC125,105.05947291666665,22.208904999999998,MB>Inner,22.4,0.039,431.627,11.3927,0.55,2.28972240681,2.77115036841,19.98,108.19,-1.539721984,2.11718091,0.895734928,-0.007513389,-0.005403971,-0.001961965,2460020.0
4,,2021 RQ209,104.85856541666665,22.342353055555556,MB>Outer,23.0,0.0,433.961,12.9947,0.321,2.48191217779,2.94955793696,18.74,107.99,-1.577291375,2.288811461,0.973647197,-0.008307713,-0.005045511,-0.001766591,2460020.0
5,,2006 TG9,105.03236708333331,22.18884027777778,Mars-Crosser,23.4,0.084,451.238,23.0516,-1.514,1.65721375074,2.187864539,25.66,108.16,-1.386307281,1.552141474,0.656265738,-0.008965075,-0.005434151,-0.002299742,2460020.0
6,497482,2005 YF271,105.12171124999999,22.31139361111111,MB>Middle,22.1,0.053,463.79,17.5081,5.576,2.09542544399,2.59022373778,21.44,108.23,-1.494245224,1.942054804,0.825370531,-0.008480642,-0.006605736,-0.000997762,2460020.0
7,433570,2013 YR22,104.86857875,22.3798725,MB>Middle,22.5,0.056,464.768,20.1748,-2.501,2.12087169913,2.61065646125,21.29,107.99,-1.491188853,1.964969293,0.837738417,-0.009894793,-0.003861446,-0.001885995,2460020.0
8,33739,1999 NK43,104.84266791666666,22.305748333333334,MB>Outer,19.4,0.003,466.091,13.8298,6.075,2.43364602373,2.9037799983,19.05,107.98,-1.565431205,2.246808725,0.953318444,-0.008203527,-0.006064673,-0.000432255,2460020.0
9,590485,2012 BO97,104.85586333333333,22.366489722222223,Trojan,22.2,0.05,475.883,4.0074,0.069,4.59387843261,4.99471905577,10.93,107.98,-2.078346661,4.175266943,1.77795617,-0.007256525,-0.002710407,-0.001002654,2460020.0
10,321447,2009 QJ60,104.85156249999999,22.35996,MB>Outer,22.5,0.038,478.522,5.6717,0.451,3.36576277113,3.79648060527,14.45,107.98,-1.786948662,3.077955747,1.310308443,-0.007187914,-0.003278453,-0.001087156,2460020.0
11,,2021 RY214,104.94368749999998,22.43422388888889,MB>Middle,22.9,2.075,481.469,17.3997,3.36,2.23255350866,2.71577797427,20.42,108.06,-1.520458947,2.06394357,0.881845942,-0.009018722,-0.005431664,-0.000975988,2460020.0
12,70493,1999 TC65,105.13388916666665,22.344111388888887,MB>Inner,20.6,0.014,522.696,32.5723,-3.374,1.55688790796,2.09899636751,26.83,108.24,-1.363795391,1.460844527,0.622606507,-0.010086381,-0.006950199,-0.003085681,2460020.0
13,532429,2013 RW108,105.02457583333332,22.446011111111112,MB>Middle,22.0,0.076,525.069,20.2762,7.05,2.06856670989,2.56388750006,21.68,108.13,-1.483759994,1.916610801,0.819260701,-0.00943255,-0.005349181,-1.846e-06,2460020.0
14,529382,2009 WL69,105.12189749999999,22.375187222222223,Mars-Crosser,22.1,0.054,527.451,22.6587,3.105,2.0382341369,2.53705267822,21.91,108.23,-1.479318282,1.88853955,0.805292736,-0.010685729,-0.002683297,0.00013844,2460020.0
15,,2005 WG199,104.86880583333331,22.418293611111114,MB>Middle,22.3,0.1,555.588,29.3109,-5.851,1.64976585926,2.17897699494,25.8,107.99,-1.379353383,1.544862485,0.660153426,-0.009714149,-0.007085164,-0.003727917,2460020.0
16,445873,2012 TB243,104.98346999999998,22.147299166666667,MB>Inner,22.7,0.05,569.232,26.1078,0.908,1.67363090258,2.2021325543,25.49,108.12,-1.388925728,1.567987247,0.661270531,-0.009368538,-0.006358732,-0.002126353,2460020.0
17,,2012 JB26,105.14673208333332,22.365724722222225,MB>Middle,22.8,0.051,588.063,9.0653,1.166,2.6589487475,3.12131664551,17.64,108.25,-1.631372447,2.442996044,1.041659224,-0.007708868,-0.003860505,-0.001057129,2460020.0
18,,2015 BE579,105.16678666666665,22.282744444444443,MB>Middle,22.1,0.05,618.886,18.0646,-10.221,2.02387598141,2.52442977512,22.02,108.28,-1.478278725,1.87733043,0.79859571,-0.009012394,-0.004621996,-0.004231946,2460020.0
19,474781,2005 QS133,104.92325124999999,22.469159444444443,MB>Outer,22.5,0.064,621.707,10.2379,-0.653,2.83904082353,3.29015653763,16.73,108.04,-1.664205764,2.604226595,1.115018692,-0.008444953,-0.003139487,-0.001290816,2460020.0
20,,2014 UX175,104.84438708333333,22.180824166666667,Mars-Crosser,24.8,2.427,642.89,7.5196,-1.897,2.61433768881,3.07519132235,17.95,107.99,-1.609233555,2.409192017,1.017178342,-0.007347244,-0.002936351,-0.001799477,2460020.0
21,474774,2005 QN122,104.78721166666665,22.36064777777778,MB>Outer,22.9,0.062,680.369,10.8858,-1.102,2.8087181118,3.25950928491,16.91,107.92,-1.651441584,2.580510408,1.098505799,-0.008711089,-0.002689445,-0.00127421,2460020.0
22,,2016 AT313,104.86223749999999,22.14463361111111,MB>Inner,22.3,0.045,704.236,36.2911,-5.473,1.39476503964,1.95322132226,29.06,108.01,-1.319370776,1.32000312,0.556857862,-0.009677456,-0.008261751,-0.003997937,2460020.0
23,,2011 ST308,105.16854416666665,22.194279444444444,MB>Outer,22.5,0.073,737.493,15.8329,0.822,2.35162359551,2.8307587922,19.53,108.29,-1.558067111,2.171468613,0.91840261,-0.009005594,-0.00493965,-0.001536225,2460020.0
24,,2014 RQ11,105.07815333333332,22.491107500000002,MB>Inner,21.8,0.06,740.278,24.3573,-20.055,1.76199261663,2.28276402964,24.52,108.18,-1.41126279,1.640914626,0.705572855,-0.010310515,-0.00258105,-0.005073976,2460020.0
25,,2017 ST175,104.75416208333331,22.30362166666667,MB>Middle,24.2,0.874,760.905,9.5297,2.228,2.72012770996,3.17456145173,17.37,107.9,-1.629622952,2.502688596,1.061875387,-0.008124933,-0.002757482,-0.000228458,2460020.0
26,507266,2011 CP114,105.16762125,22.173739722222223,MB>Middle,22.3,0.024,777.681,10.1129,-4.398,2.53820535359,3.00711504375,18.34,108.29,-1.603718846,2.337872773,0.988487445,-0.008057608,-0.003289832,-0.002639014,2460020.0
27,,2016 QH136,104.74600999999998,22.271859444444445,MB>Middle,23.2,0.189,797.324,12.2799,2.147,2.54529085052,3.00822986994,18.37,107.89,-1.588191158,2.34770389,0.994576863,-0.00822603,-0.00480608,-0.001114028,2460020.0
28,,2015 FE110,105.21507166666665,22.228270555555554,MB>Middle,22.5,0.081,822.757,13.5494,-3.717,2.27028763504,2.75485075248,20.08,108.33,-1.540239261,2.098045345,0.889571454,-0.008103583,-0.005426901,-0.003118822,2460020.0
29,601638,2013 HP124,105.16121166666665,22.464321944444443,MB>Outer,22.9,0.066,825.055,9.6999,-4.028,2.79951364453,3.25549150193,16.89,108.25,-1.665355239,2.566561146,1.100321017,-0.008054458,-0.003953468,-0.002839699,2460020.0
30,48920,1998 OE11,105.07321333333331,22.086815277777777,MB>Inner,21.8,0.026,842.93,10.3003,0.32,2.43005838692,2.90365855876,19.02,108.21,-1.574487614,2.24409765,0.943903472,-0.007577588,-0.004701182,-0.001768962,2460020.0
31,,2022 TU2,105.22708999999998,22.384392777777776,NEA>Amor,28.0,2.592,862.273,48.3791,-2.044,1.40880924258,1.96920330757,28.75,108.32,-1.328539769,1.325664688,0.566129135,-0.013566995,-0.001968875,-0.000418696,2460020.0
32,585964,2000 AF223,104.71954291666667,22.31535722222222,MB>Middle,22.2,0.041,876.878,12.5434,-2.421,2.44540253917,2.91328576,19.0,107.86,-1.563502467,2.257912598,0.959024534,-0.008142275,-0.004837622,-0.00255662,2460020.0
33,,2016 CH408,104.80780916666666,22.11610638888889,MB>Inner,23.3,0.076,896.593,25.8179,-0.265,1.63438398582,2.16483120827,25.99,107.96,-1.375392921,1.535065287,0.646050483,-0.008720241,-0.007997591,-0.003096362,2460020.0
34,,2018 CR23,105.17685083333332,22.49489416666667,MB>Outer,21.9,0.037,939.826,9.2452,-10.044,2.47515790185,2.94704944824,18.73,108.27,-1.587764654,2.277123489,0.978544174,-0.007200785,-0.005220033,-0.005141241,2460020.0
35,134661,1999 VT112,104.97140166666667,22.56681777777778,MB>Inner,21.0,0.024,941.789,31.2624,-3.944,1.61509176539,2.14885772711,26.18,108.07,-1.373123608,1.511430317,0.650508388,-0.010132757,-0.006556388,-0.003022324,2460020.0
36,136827,1997 SC23,104.73649375,22.163445277777775,MB>Middle,20.5,0.015,966.359,24.7233,-3.271,1.75317267407,2.2711329458,24.7,107.89,-1.401287291,1.641089602,0.692229866,-0.0090694,-0.007143252,-0.003383019,2460020.0
37,577593,2013 HP15,105.14459874999999,22.08232611111111,MB>Inner,21.4,0.03,967.771,20.5431,4.128,1.89298252358,2.40373525341,23.19,108.28,-1.44667308,1.763778997,0.741692933,-0.008791233,-0.006461139,-0.001445819,2460020.0
38,174132,2002 MB2,104.80455541666666,22.08539888888889,MB>Inner,21.4,0.021,989.755,12.1969,0.332,2.3556740312,2.83007585039,19.57,107.96,-1.546494671,2.180112595,0.915827996,-0.008023998,-0.004473906,-0.001638931,2460020.0
39,,2021 PD120,104.89814208333333,22.038980000000002,MB>Middle,22.7,0.082,999.66,18.5136,0.642,2.10808152121,2.59958112188,21.38,108.06,-1.490735839,1.95864925,0.821301612,-0.008937278,-0.005786613,-0.001995423,2460020.0
