,Number,Name,RA,DEC,Type,V,posunc,centerdist,RA_rate,DEC_rate,geodist,heliodist,alpha,elong,x,y,z,vx,vy,vz,epoch
0,,15P,167.4279758333333,10.299361944444444,Comet,22.0,0.48,19.843,11.1284,-2.952,4.52825827128,4.51053604635,12.54,82.23,-3.939712668,1.805907868,1.172257187,-0.006552135,-0.001928977,-0.000903318,2459910.0
1,604024,2015 KH51,167.44107458333332,10.318381944444445,MB>Middle,23.8,0.06,79.174,26.531,-7.76,3.23476052826,3.25959665024,17.49,82.23,-2.701844447,1.540498662,0.947062992,-0.004953912,-0.006492372,-0.002752939,2459910.0
2,,2017 XQ40,167.39547208333332,10.332409722222222,MB>Middle,23.2,0.294,183.169,40.6431,-12.767,2.40083920412,2.47726156531,23.31,82.28,-1.891472161,1.365706304,0.798520285,-0.008313622,-0.007125942,-0.002829955,2459910.0
3,319379,2006 DC146,167.37532791666666,10.274622222222224,MB>Outer,22.2,0.047,221.693,24.3391,-11.347,3.37329379262,3.39274434737,16.78,82.27,-2.833304466,1.572529496,0.973252478,-0.005394549,-0.005968783,-0.00420411,2459910.0
4,442127,2010 UL11,167.42778083333332,10.221310555555556,MB>Outer,23.6,0.302,275.885,22.419,-6.826,3.53346648335,3.54528917083,16.04,82.2,-2.987256736,1.602785517,0.99378711,-0.005804485,-0.005523362,-0.002427153,2459910.0
5,435379,2007 WJ25,167.51154166666663,10.296412222222223,MB>Middle,22.9,0.075,277.058,27.4961,-6.953,3.12388115544,3.15275252387,18.1,82.16,-2.59284732,1.51232769,0.924263611,-0.006269765,-0.006190212,-0.002099273,2459910.0
6,,2008 SH349,167.36266416666666,10.261686666666666,MB>Inner,24.3,0.337,281.99,33.9988,-12.196,2.57112724371,2.63466821525,21.84,82.28,-2.060840765,1.40181067,0.827049056,-0.006224019,-0.00639735,-0.003244208,2459910.0
7,,2015 SB41,167.51721749999996,10.295465833333333,MB>Outer,23.7,2.157,297.234,26.0174,-6.229,3.35551133133,3.37369046534,16.88,82.15,-2.817170962,1.562121365,0.965686731,-0.005625833,-0.006503637,-0.002130235,2459910.0
8,,2007 WQ32,167.52886249999997,10.300480833333333,MB>Middle,22.9,0.102,338.506,31.1484,-11.329,2.92375900505,2.96285669493,19.31,82.14,-2.402010859,1.470827227,0.892638868,-0.005807138,-0.006900642,-0.003555685,2459910.0
9,150653,2001 DT100,167.32897291666666,10.365926666666667,MB>Outer,20.1,0.011,443.675,27.961,-19.071,2.97737979137,3.017011616,18.96,82.35,-2.45839309,1.491395794,0.914536365,-0.002958712,-0.006656149,-0.006876038,2459910.0
10,,2017 UZ19,167.42714958333332,10.1670175,MB>Inner,23.7,0.042,471.147,34.9194,-10.569,2.6524058399,2.70873873379,21.21,82.18,-2.140270128,1.418247187,0.836149931,-0.00622718,-0.007006181,-0.0028518,2459910.0
11,,2006 SR437,167.53194624999998,10.401468611111111,MB>Inner,23.4,0.057,511.254,33.3333,-6.44,2.77933618104,2.82750898822,20.28,82.18,-2.263054723,1.440449854,0.866971476,-0.005581239,-0.007133077,-0.001827208,2459910.0
12,,2009 KW31,167.32473333333334,10.200505555555555,MB>Outer,24.0,1.821,520.161,30.0041,-9.789,2.91258977815,2.95473514708,19.37,82.29,-2.384951452,1.476437019,0.883158657,-0.007654584,-0.006092846,-0.00263658,2459910.0
13,608299,2003 SW413,167.56464416666662,10.363467222222221,MB>Middle,23.2,0.062,521.775,37.2957,-13.494,2.64741917694,2.70332614653,21.25,82.14,-2.137333377,1.413070295,0.847236214,-0.0054576,-0.007873874,-0.003974485,2459910.0
14,,2015 RC357,167.40298374999998,10.441331944444444,MB>Outer,24.5,3.905,527.951,23.202,-4.407,3.64912192467,3.65849107088,15.53,82.31,-3.10063488,1.631429203,1.02670251,-0.003920955,-0.006601194,-0.001911526,2459910.0
15,,2008 VN95,167.3179133333333,10.394633333333333,MB>Middle,23.2,0.154,537.337,35.8856,-8.366,2.70088713742,2.75718294618,20.83,82.37,-2.183035606,1.434425729,0.853583907,-0.006535043,-0.007476384,-0.002230405,2459910.0
16,505701,2014 YF41,167.45375791666666,10.452975277777776,MB>Inner,22.0,0.046,563.473,41.171,-17.069,2.30176437703,2.38643709213,24.26,82.27,-1.79639216,1.341146811,0.788372931,-0.008170606,-0.006805881,-0.003884201,2459910.0
17,39363,2002 BW6,167.34354791666667,10.431173611111111,MB>Inner,20.8,0.013,576.028,46.1268,-19.448,2.04643240301,2.15740319046,27.04,82.36,-1.546916692,1.28950997,0.740744965,-0.009531709,-0.006457039,-0.003676913,2459910.0
18,,2021 TH98,167.47280208333333,10.13261638888889,MB>Inner,24.7,91.945,610.707,30.4651,-6.841,2.83864858165,2.88235001557,19.87,82.13,-2.320510299,1.454159196,0.864591959,-0.006025031,-0.006315429,-0.001835219,2459910.0
19,,2006 JC85,167.49452124999996,10.4693325,MB>Middle,22.8,0.043,654.597,36.0365,-9.179,2.77821806773,2.82747751335,20.28,82.24,-2.262790959,1.444650335,0.872918493,-0.004923024,-0.008178499,-0.002905295,2459910.0
20,172739,2004 CT23,167.37556625,10.47615888888889,MB>Middle,21.8,0.023,674.061,32.4837,-7.913,2.93233629148,2.97445661505,19.24,82.35,-2.40764311,1.481418447,0.900158577,-0.005565689,-0.007489058,-0.00249767,2459910.0
21,,2009 VS121,167.4271333333333,10.489400555555555,MB>Middle,24.8,0.715,690.293,31.9988,-10.613,2.63932152432,2.69867846879,21.3,82.31,-2.119726309,1.411035543,0.847523219,-0.008216316,-0.005588625,-0.002508186,2459910.0
22,82225,2001 HO59,167.54660958333332,10.13212,MB>Inner,21.1,0.031,718.753,32.3168,-11.45,2.75366199938,2.80140489662,20.47,82.06,-2.240061326,1.433469598,0.853591344,-0.005855251,-0.006632712,-0.003304871,2459910.0
23,233359,2006 DA96,167.43864291666665,10.091223333333334,MB>Middle,21.6,0.07,743.737,45.993,-19.239,2.25697313802,2.34348900407,24.72,82.14,-1.757466748,1.336005392,0.767771949,-0.007536337,-0.008024521,-0.004455246,2459910.0
24,362082,2009 BN125,167.35228041666664,10.106156944444445,MB>Inner,21.7,0.061,747.134,51.2944,-11.405,2.00970303137,2.12249532911,27.51,82.23,-1.513399,1.284471447,0.717368252,-0.009651728,-0.007461174,-0.001640159,2459910.0
25,286097,2001 TK68,167.23078749999996,10.35725,MB>Inner,23.0,0.058,748.652,31.5028,-9.811,2.70425982175,2.76140036708,20.8,82.44,-2.187052091,1.435748534,0.85380499,-0.00603122,-0.006210386,-0.002729441,2459910.0
26,,2017 NQ5,167.64626041666662,10.306807500000001,MB>Inner,23.9,0.095,754.887,35.1185,-4.965,2.74170072415,2.78985762423,20.55,82.04,-2.232415321,1.42925473,0.854981854,-0.004266703,-0.007826457,-0.001553227,2459910.0
27,528930,2009 ET8,167.24466249999998,10.408506111111112,MB>Middle,22.6,0.049,778.086,31.179,-9.905,2.97086408945,3.01240956482,18.99,82.44,-2.444675565,1.495794238,0.905809885,-0.005228697,-0.007284358,-0.003274394,2459910.0
28,,2017 SN160,167.23530791666664,10.200026944444444,MB>Middle,24.5,0.606,784.791,28.0503,-6.057,2.92121733335,2.96423217446,19.31,82.37,-2.392977805,1.481134557,0.88128247,-0.007385727,-0.005521479,-0.001385235,2459910.0
29,,2004 RC133,167.3386175,10.496425277777776,MB>Middle,23.7,8.018,789.962,31.915,-14.787,2.67782237774,2.73598818934,21.0,82.39,-2.158773832,1.424286104,0.859164321,-0.007089023,-0.005979871,-0.004103631,2459910.0
30,,2015 TR187,167.38829083333331,10.082573055555555,MB>Outer,23.0,0.089,790.911,28.3487,-6.783,3.18103999948,3.20759533243,17.78,82.18,-2.64695481,1.532659843,0.922429998,-0.006783321,-0.006614281,-0.001964854,2459910.0
31,241011,2006 OP11,167.40043166666666,10.517794166666668,MB>Middle,22.2,0.043,800.683,31.3099,-6.841,3.03586733491,3.0723498258,18.6,82.35,-2.509996601,1.502931987,0.920989671,-0.004409724,-0.007720333,-0.00243896,2459910.0
32,60261,1999 XC14,167.22669166666665,10.395504166666667,MB>Outer,20.9,0.017,812.035,28.9844,-4.435,3.23947544549,3.26788169819,17.45,82.45,-2.701826799,1.555445556,0.948733672,-0.005385768,-0.007410072,-0.001469806,2459910.0
33,,2017 UX128,167.366405,10.073426666666666,MB>Middle,23.1,0.036,841.667,42.5443,-7.704,2.38105167328,2.45781592842,23.5,82.2,-1.874467245,1.36433715,0.780426233,-0.00816908,-0.007606439,-0.001367948,2459910.0
34,445526,2011 AL,167.37673583333333,10.068541111111111,MB>Outer,21.7,0.052,849.176,35.0953,-6.156,2.76663050675,2.81570814611,20.36,82.19,-2.245016437,1.445531608,0.847156824,-0.008180795,-0.007117573,-0.001197792,2459910.0
35,,2018 FL42,167.43786375,10.534216944444445,MB>Outer,23.0,0.094,851.437,35.662,-11.795,2.85199788088,2.8981300776,19.77,82.32,-2.333887934,1.463810788,0.892450493,-0.004387751,-0.008503998,-0.003998672,2459910.0
36,,2021 RF187,167.54649249999997,10.088268888888889,MB>Outer,24.9,116.47,854.095,30.0883,-10.047,2.8003066184,2.84488826747,20.14,82.04,-2.278438491,1.440426889,0.857271681,-0.008381638,-0.005512227,-0.002411632,2459910.0
37,43382,2000 WJ49,167.18648333333329,10.252368888888888,MB>Outer,18.8,0.005,889.545,42.1302,-7.727,2.6594781516,2.71952467324,21.13,82.43,-2.148522107,1.437780006,0.840085278,-0.004539759,-0.009762083,-0.00240352,2459910.0
38,,2017 BU163,167.6180170833333,10.47142388888889,MB>Outer,23.0,0.085,904.763,31.6841,-2.049,3.15211622989,3.17917468209,17.94,82.13,-2.62277288,1.517480807,0.934796722,-0.005063227,-0.008097456,-0.000623628,2459910.0
39,351572,2005 UH246,167.32765541666666,10.539823055555555,MB>Inner,22.5,0.056,948.399,55.8371,-15.775,1.95352103514,2.07588595754,28.2,82.42,-1.459840351,1.275241432,0.725478543,-0.008478764,-0.008438423,-0.002902176,2459910.0
40,186947,2004 RE31,167.17141708333332,10.240399166666666,MB>Outer,22.4,0.041,950.495,22.9232,-6.547,3.55253367916,3.56767930355,15.94,82.44,-3.003335056,1.623274348,0.998388422,-0.005282347,-0.005965145,-0.002447067,2459910.0
41,,2015 HK301,167.50910041666663,10.55233638888889,MB>Middle,23.4,2.114,954.97,39.5617,-10.703,2.57129259284,2.63455501035,21.84,82.26,-2.059786889,1.399475603,0.838974285,-0.006341935,-0.008044187,-0.00289866,2459910.0
