,Number,Name,RA,DEC,Type,V,posunc,centerdist,RA_rate,DEC_rate,geodist,heliodist,alpha,elong,x,y,z,vx,vy,vz,epoch
0,,172P,63.377572083333334,29.587783055555555,Comet,22.3,0.29,8.066,14.6742,0.297,5.03687470521,5.01261452976,11.33,82.89,1.032615302,4.165284913,2.592159498,-0.006824748,0.000369967,0.001059528,2459640.0
1,,2019 LM18,63.41062541666666,29.603663055555558,MB>Outer,23.4,0.195,125.534,29.0961,1.48,3.24510265728,3.27620250574,17.49,82.92,0.340472819,2.769723467,1.707138209,-0.009076405,0.001263983,0.001396055,2459640.0
2,595978,2004 RA364,63.39825374999999,29.6225125,MB>Outer,22.3,0.059,145.075,32.1215,-1.246,3.09786930187,3.13610008158,18.3,82.91,0.284885643,2.652863142,1.638721734,-0.009491197,0.001760186,0.000388584,2459640.0
3,122955,2000 SU203,63.23177041666666,29.52801111111111,MB>Middle,20.8,0.02,497.266,41.3723,3.411,2.46888639691,2.54459940753,22.77,82.75,0.051054998,2.169739591,1.323423107,-0.010816151,-0.000210566,0.00065512,2459640.0
4,359583,2010 UQ41,63.3037425,29.73856361111111,MB>Outer,21.8,0.015,587.233,31.1349,2.467,3.08896949654,3.12667612173,18.36,82.85,0.283845425,2.644002682,1.635847106,-0.009448983,0.000933036,0.00153974,2459640.0
5,69950,1998 VW4,63.3473975,29.755440833333335,MB>Outer,19.2,0.017,610.178,45.6499,0.91,2.50171506981,2.57727684964,22.48,82.89,0.060753656,2.187933966,1.349048043,-0.011686922,0.001226443,0.000415022,2459640.0
6,428780,2008 SA232,63.55521041666666,29.656108055555553,MB>Middle,22.8,0.06,615.464,31.7497,-1.648,2.93706953195,2.98640770997,19.26,83.05,0.214147473,2.532450072,1.561830351,-0.009045697,0.001113503,6.9862e-05,2459640.0
7,515377,2013 EW81,63.578289999999996,29.614423055555555,MB>Outer,22.7,0.212,643.587,42.3814,1.197,2.42326601317,2.50789921955,23.14,83.06,0.023133874,2.141733245,1.308662636,-0.011451711,-0.00119079,-0.000679635,2459640.0
8,90888,1997 AB3,63.18949208333333,29.499784166666668,MB>Middle,19.3,0.028,661.531,57.7002,-4.433,2.07099255565,2.18308924866,26.83,82.71,-0.097854731,1.856210973,1.133740815,-0.012461976,0.001066904,-0.001477175,2459640.0
9,,2015 HC89,63.324320833333324,29.40576972222222,MB>Middle,24.1,1.823,673.762,28.14,3.087,3.09916001556,3.13550898986,18.3,82.8,0.288279486,2.662837941,1.625304487,-0.008664611,0.000180256,0.001522109,2459640.0
10,328188,2008 DY70,63.52922541666666,29.452508333333334,MB>Inner,22.2,0.175,685.657,39.3662,6.726,2.40189653663,2.48705962866,23.35,82.99,0.014730938,2.128101075,1.285910128,-0.01050259,-0.001426366,0.001168667,2459640.0
11,,2010 TH121,63.35339791666666,29.79841027777778,MB>Outer,23.0,0.255,761.732,30.593,1.641,3.06862327116,3.10831701704,18.47,82.91,0.273233136,2.629975215,1.63075713,-0.009478715,0.000303262,0.000886686,2459640.0
12,,2017 BM215,63.616214583333324,29.5567025,MB>Outer,23.4,7.919,763.432,30.7722,-4.865,2.99660261338,3.04316886644,18.89,83.08,0.238235445,2.587959767,1.594745383,-0.009749709,-0.000551764,-0.002278819,2459640.0
13,,2014 QU210,63.392726249999996,29.828591111111113,MB>Outer,22.4,0.043,869.153,31.3539,-1.521,3.10917136748,3.14744126035,18.24,82.95,0.287905215,2.66010985,1.656245385,-0.009747536,0.000719076,-0.000266504,2459640.0
14,,2014 PR93,63.607949166666664,29.44873861111111,MB>Outer,23.2,0.153,884.678,34.9179,-4.661,2.98064581291,3.02760976705,18.99,83.06,0.234102246,2.568235523,1.577025931,-0.009887826,0.002273698,-0.000819156,2459640.0
15,,2021 RG21,63.63864125,29.489916666666666,MB>Middle,22.7,9.677,897.587,53.9217,13.646,2.09486697293,2.21065106483,26.49,83.09,-0.102719662,1.883391282,1.128466997,-0.012011748,0.000454669,0.003431604,2459640.0
16,466506,2014 DE89,63.21332291666666,29.37866777777778,MB>Middle,21.9,0.089,907.051,34.1017,2.801,2.79198699514,2.84410816287,20.25,82.7,0.177268057,2.424422114,1.476480974,-0.010020832,-0.000469293,0.000601644,2459640.0
17,235831,2004 XR160,63.65766041666666,29.524010555555556,MB>Middle,21.1,0.009,914.342,36.8962,-5.683,2.68463474557,2.75067669516,21.0,83.11,0.117410959,2.341951346,1.437876933,-0.01002425,0.000732834,-0.001786914,2459640.0
18,,2014 QG315,63.34241125,29.848779722222222,MB>Outer,22.4,0.1,945.569,35.1374,-1.052,2.93030029184,2.97758601761,19.32,82.91,0.221772847,2.518307075,1.567004071,-0.010215917,0.001195488,7.9583e-05,2459640.0
19,,2019 GS86,63.2679025,29.337066666666665,MB>Middle,23.4,0.129,962.551,34.0691,3.242,2.75884201041,2.81372373516,20.49,82.74,0.162207265,2.400657025,1.457923289,-0.009890705,-0.000500332,0.000764477,2459640.0
20,,2015 VS54,63.52071291666667,29.35113388888889,MB>Outer,22.7,0.102,966.221,33.728,5.439,2.95344734137,3.00033266931,19.17,82.96,0.22762827,2.550484585,1.54717909,-0.009724493,0.001392861,0.002738488,2459640.0
21,,2016 WA48,63.36282708333332,29.318466944444445,MB>Outer,22.4,0.208,969.827,38.4782,6.528,2.62909110816,2.69401922698,21.45,82.82,0.110966326,2.300879523,1.39015191,-0.010725522,-0.000249531,0.001783541,2459640.0
