,Number,Name,RA,DEC,Type,V,posunc,centerdist,RA_rate,DEC_rate,geodist,heliodist,alpha,elong,x,y,z,vx,vy,vz,epoch
0,,10P,104.98785666666666,22.25034888888889,Comet,21.4,0.37,4.419,-1.1254,2.93,4.01137248247,4.4702076402,11.98,111.12,-1.902862155,3.709700002,1.562979652,-0.005876124,-0.001023976,0.000829848,2460010.0
1,507266,2011 CP114,104.97486583333333,22.260635555555556,MB>Middle,22.2,0.027,58.963,7.6458,-4.256,2.49534112657,3.00441976713,18.01,111.11,-1.522278518,2.369483119,1.014330742,-0.008229224,-0.003031269,-0.002529006,2460010.0
2,103866,2000 DA43,104.97691916666665,22.23477111111111,MB>Middle,20.5,0.032,62.681,13.0535,1.512,2.22222351121,2.74627404849,19.77,111.11,-1.453048686,2.143819597,0.903751855,-0.008795548,-0.005470343,-0.001685006,2460010.0
3,,2021 SZ27,105.03351124999999,22.210635,MB>Middle,22.4,0.114,206.764,13.9128,-3.119,2.12715486388,2.65780846923,20.45,111.17,-1.431248896,2.057247986,0.875619012,-0.008940257,-0.005275978,-0.002854199,2460010.0
4,,2015 FE110,104.94977416666666,22.300780555555555,MB>Middle,22.3,0.085,224.322,10.8869,-3.504,2.23367495717,2.75662477116,19.7,111.08,-1.458130151,2.150812982,0.920121172,-0.008316064,-0.005125709,-0.00299054,2460010.0
5,16404,1985 CM1,105.06097041666666,22.238232500000002,MB>Inner,18.3,0.006,247.955,19.3257,3.63,1.65720807937,2.22438437053,24.69,111.19,-1.321019847,1.653350877,0.69376571,-0.008716312,-0.007497985,-0.002166923,2460010.0
6,370955,2005 ST76,105.06629416666667,22.215388333333333,MB>Middle,22.7,0.025,289.363,10.9868,-0.089,2.27178122307,2.79403448578,19.4,111.2,-1.469256701,2.178716829,0.921747907,-0.008643018,-0.004277423,-0.001680255,2460010.0
7,,2012 JB26,104.97587624999998,22.339085833333332,MB>Middle,22.7,0.054,326.017,6.6605,1.486,2.61607747592,3.11927889615,17.32,111.1,-1.553497748,2.480398258,1.051718613,-0.00786497,-0.00361906,-0.000954471,2460010.0
8,,2006 YX63,104.87852458333332,22.23077222222222,MB>Outer,21.5,0.023,369.115,10.7955,-12.054,2.33791242647,2.85410031812,19.0,111.02,-1.47621382,2.231405511,0.969946375,-0.008915462,-0.003195654,-0.004739572,2460010.0
9,,2020 OO94,105.03023999999999,22.148276666666668,MB>Outer,22.3,0.134,390.144,6.9126,-4.782,2.76982579604,3.26722287726,16.5,111.17,-1.591669164,2.619613704,1.117345558,-0.008107231,-0.00350431,-0.003085334,2460010.0
10,410343,2007 UT90,104.93949166666665,22.359003055555558,MB>Inner,21.4,0.033,426.518,27.5903,-3.008,1.48832073691,2.0709248119,26.69,111.06,-1.268834497,1.500649496,0.640951575,-0.009882279,-0.007292931,-0.003264814,2460010.0
11,459015,2011 YS23,105.07150083333333,22.371014722222224,MB>Inner,21.2,0.034,520.275,25.9547,-8.319,1.44984952327,2.03808258637,27.13,111.18,-1.266081831,1.4676675,0.634898083,-0.009420141,-0.007600652,-0.004384146,2460010.0
12,362455,2010 RC125,104.84164874999999,22.194425,MB>Inner,22.2,0.042,524.498,8.6777,0.891,2.2521743862,2.7728493638,19.59,110.99,-1.463532554,2.169732161,0.914725605,-0.007722517,-0.005105359,-0.001835856,2460010.0
13,58321,1994 PQ38,105.11854791666666,22.331090555555555,MB>Outer,20.3,0.006,526.813,9.405,-0.546,2.67847129957,3.18066917779,16.96,111.23,-1.565179275,2.526999078,1.07602752,-0.009111034,-0.002582436,-0.001082727,2460010.0
14,,2011 ST308,104.85178624999999,22.174119166666667,MB>Outer,22.3,0.078,526.861,13.3619,1.184,2.3112587476,2.82868151289,19.18,111.0,-1.467007377,2.219427251,0.93315795,-0.009204589,-0.004650685,-0.001414375,2460010.0
15,499773,2011 CE24,105.02105583333332,22.41728888888889,MB>Middle,22.2,0.051,615.47,20.8594,3.085,1.77161114991,2.32799395918,23.52,111.13,-1.341116791,1.74819752,0.739557184,-0.009482675,-0.006743141,-0.001816383,2460010.0
16,48920,1998 OE11,104.87792458333331,22.07724888888889,MB>Inner,21.7,0.027,718.685,7.7088,0.632,2.3903579556,2.90388769182,18.66,111.04,-1.497771761,2.289737831,0.961016593,-0.007764008,-0.004425962,-0.001653328,2460010.0
17,,2013 GQ145,104.99932541666666,22.044464722222223,MB>Inner,23.7,4.072,737.984,6.9299,-2.777,2.20660193249,2.732113549,19.87,111.15,-1.462905237,2.132048857,0.901351822,-0.007159277,-0.005434308,-0.003077687,2460010.0
18,497482,2005 YF271,104.77139749999999,22.193655,MB>Middle,21.9,0.056,747.405,14.7625,6.146,2.05930338214,2.59129773768,21.04,110.93,-1.408186243,2.006433559,0.834639911,-0.00872852,-0.006268431,-0.000855954,2460010.0
19,,2013 BS66,104.90709333333332,22.052980833333333,MB>Inner,22.2,0.069,755.446,26.9753,1.467,1.56340677508,2.13817183458,25.78,111.07,-1.283359219,1.561492766,0.651861351,-0.010330746,-0.006015856,-0.001928777,2460010.0
20,,2006 XQ70,104.80582583333332,22.387315,MB>Outer,21.8,0.075,783.206,20.0092,-2.932,2.06645555005,2.59813170908,20.98,110.94,-1.395782572,1.99206587,0.852223729,-0.010692838,-0.0038457,-0.001993054,2460010.0
21,590485,2012 BO97,104.78522749999999,22.363472222222224,Trojan,22.1,0.051,789.427,2.4965,0.231,4.54825468794,4.9935103705,10.72,110.92,-2.005537123,4.201872445,1.787770478,-0.007305111,-0.002610548,-0.000960151,2460010.0
22,,2014 HV27,104.76372583333332,22.356620000000003,MB>Outer,23.6,0.279,839.733,4.186,0.308,3.05824204057,3.54076737122,15.22,110.9,-1.653989535,2.879503982,1.224556797,-0.007172529,-0.003865577,-0.001492056,2460010.0
23,479262,2013 EK111,104.92932833333333,22.021411666666665,MB>Outer,21.6,0.059,842.557,13.6798,2.641,2.34097727067,2.85789762766,18.97,111.09,-1.477038253,2.250047644,0.936595611,-0.009265655,-0.004991563,-0.001145454,2460010.0
24,,2013 PF89,105.24355791666666,22.212672777777776,MB>Middle,23.2,1.857,863.346,14.4265,1.081,2.17549938211,2.7056489512,20.04,111.36,-1.444061374,2.083782805,0.87912959,-0.009738173,-0.003286665,-0.00084968,2460010.0
25,321447,2009 QJ60,104.75016708333332,22.348600833333332,MB>Outer,22.4,0.039,867.781,3.6618,0.68,3.32178948247,3.79538621405,14.18,110.89,-1.714591177,3.109901445,1.320823201,-0.007282973,-0.003110315,-0.001015665,2460010.0
26,198614,2005 AO26,104.78089291666666,22.101697222222224,MB>Middle,19.8,0.001,869.63,23.3684,10.468,1.77905278722,2.33244278973,23.51,110.94,-1.333607348,1.760966352,0.721587475,-0.009965599,-0.00684545,-0.000230912,2460010.0
27,,2019 JY118,105.18736624999998,22.085940833333332,MB>Outer,22.4,0.095,888.426,10.8993,6.181,2.42627001035,2.94173776798,18.38,111.32,-1.513122446,2.32874997,0.965732426,-0.008422952,-0.005798934,-0.000420889,2460010.0
