,Number,Name,RA,DEC,Type,V,posunc,centerdist,RA_rate,DEC_rate,geodist,heliodist,alpha,elong,x,y,z,vx,vy,vz,epoch
0,,172P,112.95317583333332,34.11373611111111,Comet,21.4,0.29,8.998,-6.3979,7.669,4.12886036939,4.79303694015,9.46,127.16,-0.776638097,3.920476623,2.649424722,-0.006897738,-0.002285883,-0.000663718,2459900.0
1,,2005 PT32,112.92538458333331,34.134212777777776,MB>Outer,22.7,0.186,118.816,-7.432,6.957,2.56728183987,3.2623783557,13.97,127.19,-0.263267357,2.719015789,1.772547003,-0.009093313,0.000741087,-0.000139207,2459900.0
2,,2021 QZ87,112.95880791666664,34.19055861111111,MB>Outer,22.3,0.965,285.396,-1.6379,6.896,2.06972455128,2.7814707588,16.45,127.16,-0.097124157,2.340583635,1.496733323,-0.01078942,0.000118003,-0.00059667,2459900.0
3,459609,2013 HM51,113.02829541666665,34.16877944444444,MB>Inner,22.0,0.084,302.477,2.9453,11.068,1.41502926436,2.16029190921,21.4,127.1,0.117589139,1.838089984,1.124142356,-0.012116874,0.001139371,0.000593324,2459900.0
4,522375,2016 CX302,113.15345416666665,34.09503055555556,MB>Inner,22.0,0.074,596.966,-5.0576,8.456,2.02112926899,2.73324122951,16.79,127.0,-0.091245776,2.304407187,1.466970914,-0.009733786,-0.000243635,-0.000687526,2459900.0
5,,2021 SR78,112.81237333333333,34.230801944444444,MB>Outer,22.9,0.0,602.671,-3.1165,9.857,2.23443250315,2.94118959924,15.51,127.28,-0.147388118,2.467702212,1.587535571,-0.010293306,-6.5971e-05,0.000240015,2459900.0
6,233419,2006 GZ52,112.94618249999998,33.9204625,MB>Middle,21.2,0.046,687.7,-1.9378,14.22,2.10331462716,2.81385647095,16.25,127.17,-0.113244141,2.378904354,1.50476072,-0.009834827,-0.00194111,0.000127229,2459900.0
7,,2016 TF188,113.19793125,34.09189666666667,MB>Outer,21.5,0.055,730.031,3.6244,21.929,1.92063126551,2.63672456905,17.43,126.96,-0.055308739,2.235613152,1.401683534,-0.010934926,-0.00248421,0.00175491,2459900.0
8,,2016 TK100,113.02315124999998,34.312108888888886,MB>Outer,21.9,0.106,751.262,-3.5225,6.977,2.1338505987,2.84253015901,16.1,127.1,-0.119641973,2.384103511,1.535173651,-0.010515821,0.000721892,-0.000230024,2459900.0
9,292753,2006 UJ183,113.21229833333332,34.08878666666667,MB>Outer,20.4,0.039,773.782,1.4825,16.142,1.93283293211,2.64826225683,17.35,126.95,-0.059576769,2.240134424,1.411078505,-0.010963967,-0.001201542,0.001027396,2459900.0
10,88005,2000 UR44,112.85132458333332,34.32231777777778,MB>Outer,19.3,0.015,818.788,-2.5965,15.898,2.29394346569,2.99827652775,15.21,127.25,-0.168451391,2.515485601,1.620184818,-0.009853907,-0.00139865,0.001300447,2459900.0
11,,2014 BP70,113.21569333333332,33.94153833333333,MB>Middle,21.3,0.08,991.309,1.2373,8.148,1.50920096432,2.24695897989,20.58,126.95,0.082728457,1.906972814,1.170793393,-0.012312512,0.002315414,0.0009412,2459900.0
