,Number,Name,RA,DEC,Type,V,posunc,centerdist,RA_rate,DEC_rate,geodist,heliodist,alpha,elong,x,y,z,vx,vy,vz,epoch
0,,172P,112.21499666666665,34.636565,Comet,21.3,0.29,33.98,-11.7263,7.86,4.00608615671,4.78167317269,8.02,137.46,-0.845508282,3.897091289,2.642431347,-0.006875963,-0.002391202,-0.000735008,2459910.0
1,7596,Yumi,112.32168499999999,34.62087611111111,MB>Outer,17.4,0.017,289.173,-13.4899,12.618,2.44422665974,3.24110828009,11.9,137.38,-0.355052471,2.702026209,1.749610497,-0.009094444,-0.001183138,0.000522172,2459910.0
2,522375,2016 CX302,112.31498166666665,34.680121666666665,MB>Inner,21.8,0.071,317.935,-15.5724,8.846,1.92062795019,2.7305550732,14.16,137.38,-0.188494068,2.300300056,1.459033328,-0.009713509,-0.000577858,-0.000899904,2459910.0
3,,2021 MY13,112.11614416666666,34.74187611111111,MB>Outer,21.8,0.11,510.35,-17.4061,0.254,2.34254598293,3.14296731709,12.24,137.53,-0.314593187,2.61310255,1.703975915,-0.009423979,0.00195604,-0.001670964,2459910.0
4,,2022 XM8,112.36980499999999,34.51386611111111,MB>Outer,21.9,0.0,604.105,-7.0872,23.309,1.87465033734,2.68572657996,14.41,137.35,-0.173331525,2.2780947,1.420204163,-0.01062257,-0.003424446,0.0013281,2459910.0
5,,2021 QZ87,112.42536291666666,34.66430027777778,MB>Outer,22.2,0.867,604.716,-11.4507,7.102,1.97601992219,2.78361053585,13.91,137.29,-0.204926916,2.340152357,1.489737774,-0.010768666,-0.000204148,-0.000802214,2459910.0
6,307119,2002 CM107,112.21083333333331,34.45972944444445,MB>Outer,19.9,0.029,621.398,-6.9125,10.915,1.73630953254,2.55291761426,15.14,137.48,-0.123944116,2.170217759,1.349496311,-0.011348771,-0.002103824,-0.001122695,2459910.0
7,,2016 TK100,112.34131124999999,34.78854472222222,MB>Outer,21.8,0.102,660.536,-13.1723,7.096,2.04614107319,2.85224565188,13.55,137.35,-0.2247006,2.389782917,1.531883574,-0.010493685,0.000414373,-0.000427595,2459910.0
8,534114,2014 QT482,112.4410975,34.53357444444444,MB>Inner,21.8,0.117,731.877,-9.7526,11.312,1.33971957761,2.17076637386,17.95,137.29,-0.001018403,1.855887863,1.12204599,-0.012166331,0.000372551,0.000109007,2459910.0
9,,2005 PT32,111.97911666666666,34.60656083333333,MB>Outer,22.5,0.178,734.167,-15.7957,7.007,2.47646215221,3.27512518787,11.71,137.66,-0.354075433,2.725265036,1.770398543,-0.009067064,0.000509122,-0.000290162,2459910.0
10,,2010 OG74,112.43198083333333,34.75432222222222,MB>Outer,22.9,37.86,754.616,-17.5134,1.457,2.30068586238,3.09983070583,12.47,137.27,-0.310529408,2.575656177,1.678123317,-0.009600034,0.002329023,-0.001014784,2459910.0
11,,2016 GU31,112.46830958333332,34.54128222222222,MB>Middle,21.2,0.097,791.541,-15.0859,12.777,1.61388959561,2.43317412275,15.97,137.26,-0.091623178,2.060985542,1.273716839,-0.01112826,0.001249982,0.00116643,2459910.0
12,,2021 SR78,112.18088875,34.90861972222222,MB>Outer,22.7,0.0,1004.544,-12.3395,10.232,2.14293339649,2.94749112477,13.08,137.47,-0.250215587,2.465605703,1.58901085,-0.010270217,-0.000352997,5.52e-05,2459910.0
