,Number,Name,RA,DEC,Type,V,posunc,centerdist,RA_rate,DEC_rate,geodist,heliodist,alpha,elong,x,y,z,vx,vy,vz,epoch
0,7891,Fuchie,143.19479416666664,14.86167111111111,MB>Inner,18.3,0.004,11.258,27.8879,-10.707,2.01555377352,2.35259222447,24.7,96.85,-0.99031419,1.942937882,0.854700266,-0.010607539,-0.00278897,-0.001593189,2459900.0
1,,2021 PN135,143.16630791666665,14.899914444444445,MB>Middle,23.0,0.581,161.101,30.1436,4.067,2.16732986012,2.4920597521,23.23,96.88,-1.109229156,2.038192931,0.883036023,-0.009968077,-0.004616199,0.001625381,2459900.0
2,,2020 OG29,143.1754,14.913677777777778,MB>Outer,23.3,0.084,192.832,17.4641,-7.543,2.90483721888,3.18375100585,17.98,96.88,-1.68746204,2.462874703,1.088422755,-0.007903458,-0.004081963,-0.002443704,2459900.0
3,,2017 TN32,143.14553958333332,14.919296944444444,MB>Middle,23.0,0.021,260.005,23.7591,-4.093,2.41220619918,2.71945881379,21.18,96.91,-1.299526438,2.177487662,0.955020152,-0.009546067,-0.003791451,-0.000592894,2459900.0
4,170252,2003 QS50,143.2635620833333,14.800755833333334,MB>Inner,22.5,0.041,334.61,20.9625,-5.449,2.45949623761,2.76144125985,20.85,96.76,-1.343569871,2.201154421,0.964392416,-0.008604491,-0.003632156,-0.001162891,2459900.0
5,,2019 KM19,143.28341916666665,14.947883611111111,MB>Outer,22.8,0.015,443.205,24.7354,-1.391,2.62901437523,2.92107299729,19.66,96.79,-1.47475518,2.30522507,1.011382658,-0.008414562,-0.005733745,-0.000402279,2459900.0
6,,2015 PH99,143.31831624999998,14.875728055555555,MB>Outer,23.1,0.083,443.249,23.6956,-3.204,2.59537928109,2.88855167452,19.9,96.74,-1.447460204,2.281020762,1.00031149,-0.009176773,-0.004641548,-0.000606971,2459900.0
7,255309,2005 WJ8,143.29361708333332,14.783951944444444,MB>Outer,21.7,0.014,453.644,26.4115,-8.546,2.38417158886,2.69061291099,21.43,96.73,-1.279743757,2.158136907,0.946457295,-0.01030707,-0.004005898,-0.001694564,2459900.0
8,,2021 PC108,143.17916541666665,14.7305175,MB>Middle,24.5,56.06,477.027,14.3516,-8.831,2.74838206428,3.03425103087,18.9,96.82,-1.564521213,2.364499671,1.038325684,-0.008933104,-0.001663133,-0.002081121,2459900.0
9,179404,2001 YF142,143.22734125,14.7300975,MB>Outer,21.8,0.056,492.461,24.7178,-8.782,2.46326760516,2.76513196792,20.82,96.77,-1.34242725,2.207251618,0.965598027,-0.009622122,-0.00423655,-0.002018219,2459900.0
10,,2014 OG310,143.05347749999999,14.825632222222222,MB>Outer,22.9,0.053,498.832,18.3057,-0.511,3.04776154279,3.32139610359,17.2,96.96,-1.795480598,2.554455457,1.112051197,-0.007831701,-0.004912252,-0.000123212,2459900.0
11,,2014 PJ55,143.1402583333333,14.726209166666667,MB>Inner,23.4,0.116,522.164,23.1973,-9.177,2.28403053135,2.59937647831,22.22,96.85,-1.203461533,2.103388868,0.919529471,-0.009120022,-0.003473391,-0.001921233,2459900.0
12,,2014 ER155,143.09083916666665,14.977666666666666,MB>Middle,23.4,84.055,543.136,20.2719,-8.355,2.62645935471,2.92151180027,19.65,96.98,-1.465685311,2.30292857,1.018724441,-0.008871369,-0.003732688,-0.002199744,2459900.0
13,596207,2005 GG216,143.08927916666664,14.745400555555555,MB>Inner,23.1,0.04,551.924,29.4953,-8.09,2.2042209775,2.52636637038,22.89,96.91,-1.14220847,2.066392062,0.900202377,-0.008637592,-0.005592966,-0.00198553,2459900.0
14,588588,2008 HC48,143.35426124999998,14.916314166666668,MB>Inner,21.7,0.043,597.975,38.6157,-10.142,1.7826374807,2.14100930402,27.34,96.72,-0.807332423,1.806697395,0.794358504,-0.012017128,-0.003503578,-0.00098091,2459900.0
15,,2017 UK184,143.25353833333332,14.7013825,MB>Middle,22.7,0.077,618.624,34.0762,-7.632,2.08032641338,2.41013910212,24.07,96.74,-1.044929559,1.9891144,0.864924154,-0.010052572,-0.005329376,-0.001390844,2459900.0
16,500126,2012 CB16,143.1378520833333,14.695483611111111,MB>Inner,22.6,0.036,629.671,34.4022,-12.876,2.00612416033,2.34400548781,24.79,96.85,-0.987097301,1.949920712,0.850862849,-0.009519153,-0.005479188,-0.002724202,2459900.0
17,105519,2000 RP18,143.25391791666667,14.692809722222222,MB>Outer,19.9,0.011,648.087,20.3536,-12.469,2.6237038852,2.91523774201,19.71,96.74,-1.470700528,2.297586247,1.009984708,-0.008833082,-0.003741266,-0.003432491,2459900.0
18,,2021 TR191,143.14793833333331,15.039636666666667,MB>Outer,22.9,0.096,655.679,23.942,-1.018,2.58761756705,2.88443004936,19.92,96.95,-1.435128633,2.281516022,1.003046392,-0.009266747,-0.004685595,4.5372e-05,2459900.0
19,192667,1999 RC199,143.22536875,14.683055555555555,MB>Middle,21.2,0.027,656.47,14.8454,-10.832,2.79485600648,3.07740332247,18.63,96.76,-1.605527496,2.393538259,1.051775417,-0.008058606,-0.002605376,-0.003123932,2459900.0
20,610331,2006 AL60,143.28260583333332,14.697705555555556,MB>Outer,22.8,0.115,672.343,16.8686,-4.361,2.98969289532,3.2620214193,17.54,96.71,-1.755799721,2.507018433,1.094210675,-0.008669026,-0.003440069,-0.001057361,2459900.0
21,449365,2013 GG76,143.38523083333334,14.842784166666668,MB>Outer,22.7,0.036,677.269,22.621,-7.664,2.71050475745,2.99605217529,19.16,96.67,-1.544174711,2.349073008,1.035634482,-0.007741211,-0.005669445,-0.002566092,2459900.0
22,496443,2014 OF214,143.09464499999999,14.699322222222223,MB>Outer,22.4,0.053,677.515,19.7272,-0.177,2.97468372556,3.25039866547,17.59,96.89,-1.742630922,2.513636944,1.087003548,-0.007553931,-0.005526878,-0.000120527,2459900.0
23,533747,2014 OG46,142.99822291666666,14.836965000000001,MB>Inner,22.6,0.061,679.375,41.1688,-8.472,1.65247411374,2.03020476432,28.94,97.02,-0.69932225,1.738506573,0.756230237,-0.012449798,-0.00310939,-0.000327584,2459900.0
24,220387,2003 QN48,143.08236625,15.020175277777778,MB>Outer,21.9,0.054,683.269,16.8056,-5.425,3.00506312437,3.28115514539,17.42,97.0,-1.758343751,2.521804842,1.116317115,-0.008619831,-0.003540384,-0.001557883,2459900.0
25,293213,2007 BJ24,143.186695,14.670565,MB>Outer,22.5,0.057,691.085,13.1746,-2.595,3.40442020364,3.6611084285,15.57,96.79,-2.081183987,2.753680908,1.197748092,-0.006840527,-0.004033898,-0.001027864,2459900.0
26,296305,2009 DP126,143.30837833333334,15.022524444444445,MB>Outer,21.9,0.041,704.837,22.107,-7.692,2.56964984845,2.86520165433,20.06,96.79,-1.425879522,2.262961046,1.004913887,-0.009181819,-0.00395838,-0.001910167,2459900.0
27,,2017 TW41,143.39464791666666,14.853799444444444,MB>Middle,23.0,27.829,706.992,23.1714,-17.427,2.1379748332,2.46176523423,23.54,96.66,-1.089113801,2.00411863,0.892116968,-0.010691121,-0.001729335,-0.003290742,2459900.0
28,,2018 TR20,143.39630333333332,14.885670555555555,MB>Inner,23.8,2.182,716.892,23.2758,-11.064,2.16743480829,2.48896571904,23.27,96.67,-1.115700679,2.024284598,0.896294788,-0.00963183,-0.00265052,-0.002071404,2459900.0
29,59291,1999 CJ56,143.39558625,14.826558888888888,MB>Inner,18.8,0.004,721.294,32.643,-3.532,1.94951131769,2.28983328712,25.43,96.65,-0.942684713,1.902884577,0.830342427,-0.010799295,-0.003670631,9.2472e-05,2459900.0
30,488411,2016 WS55,143.4015725,14.897073333333333,MB>Outer,22.4,0.059,740.872,17.4824,-9.841,2.84149351769,3.12022136946,18.36,96.67,-1.643178123,2.415379766,1.07322287,-0.008424845,-0.003475545,-0.002953419,2459900.0
31,162345,1999 XT162,143.3041625,14.685435555555555,MB>Middle,20.8,0.011,748.027,29.2514,-5.942,2.30433674015,2.61576007362,22.08,96.69,-1.222085687,2.117016041,0.920591048,-0.009453533,-0.005277311,-0.001245812,2459900.0
32,612146,2000 CE105,143.30216541666667,15.041025555555555,KBO>Resonant>7:4,23.7,0.258,748.928,0.0986,0.001,41.66977537339,41.80559983411,1.34,96.81,-31.729494146,24.820087541,11.148164952,-0.001836795,-0.001842698,-0.000785124,2459900.0
33,,2015 XS268,142.99187541666666,14.944982777777778,MB>Inner,23.3,0.179,755.867,34.1414,-12.733,1.78691658644,2.14965269298,27.2,97.06,-0.805691084,1.815139303,0.798444262,-0.011540681,-0.002797844,-0.001550949,2459900.0
34,15420,Aedouglass,143.27129375,14.667017777777778,MB>Middle,21.4,0.029,756.27,13.8027,-5.892,3.09990433694,3.36735420612,16.97,96.71,-1.848492305,2.572782902,1.124603865,-0.006715807,-0.003794166,-0.002145533,2459900.0
35,,2021 PU58,143.30591833333332,14.682532777777777,MB>Inner,23.7,2.853,760.132,28.067,-6.54,2.14015958793,2.46416649963,23.52,96.69,-1.092022254,2.016028156,0.877460861,-0.010202301,-0.003639621,-0.000863785,2459900.0
36,296226,2009 CH38,142.96815416666666,14.89810861111111,MB>Inner,22.8,0.051,788.176,30.9205,-11.597,2.09776569627,2.43086260985,23.84,97.07,-1.055743204,2.006845337,0.881444972,-0.008752901,-0.005509568,-0.002770655,2459900.0
37,384873,2012 SP42,142.99023333333332,14.760356111111111,MB>Middle,21.7,0.047,791.607,22.4198,-9.83,2.43983116427,2.74665243364,20.96,97.0,-1.318894284,2.198733317,0.961742037,-0.009421037,-0.003546383,-0.002248222,2459900.0
38,,2009 WK111,143.19145125,14.63312638888889,MB>Middle,23.5,1.041,825.65,18.4719,-4.041,2.66014966408,2.9501933961,19.46,96.78,-1.498820227,2.319844354,1.00665419,-0.008567056,-0.00333893,-0.00077154,2459900.0
39,,2015 KK264,143.4329270833333,14.85796611111111,MB>Middle,23.4,1.488,839.65,35.6108,-8.751,2.06849139742,2.39764044672,24.21,96.63,-1.038780502,1.97802534,0.868847723,-0.009933883,-0.005770616,-0.001782954,2459900.0
40,217229,2003 AJ86,143.14808249999996,14.632605,MB>Inner,20.7,0.008,841.323,30.4343,-2.453,2.09689804649,2.42640180674,23.9,96.82,-1.054602371,1.997272682,0.860794173,-0.010441046,-0.00403917,0.000194654,2459900.0
41,67924,2000 WJ115,142.95685458333332,14.806779166666667,MB>Inner,20.0,0.0,841.389,40.2857,-19.584,1.6703037656,2.04625369867,28.69,97.05,-0.713852636,1.750552112,0.768683697,-0.012103665,-0.003274752,-0.002675812,2459900.0
