,Number,Name,RA,DEC,Type,V,posunc,centerdist,RA_rate,DEC_rate,geodist,heliodist,alpha,elong,x,y,z,vx,vy,vz,epoch
0,,15P,167.57274499999997,10.262721388888888,Comet,0.0,0.0,10.52,10.1904,-2.531,4.50498921219,4.51996410692,12.56,84.11,,,,,,,2459910.0
1,451958,2014 MB58,167.53431291666664,10.243249722222222,MB>Outer,21.7,0.05,157.403,29.1017,-13.187,2.93355527683,3.00560906647,19.1,84.14,-2.430600618,1.497450966,0.907535279,-0.006318356,-0.006656511,-0.004336298,2459910.0
2,,2017 WA75,167.55120583333328,10.29873361111111,MB>Middle,24.3,7.185,160.416,27.1509,-10.986,2.85727520138,2.93370595311,19.59,84.15,-2.356348479,1.475795251,0.892398996,-0.006459757,-0.005689219,-0.003421819,2459910.0
3,,2021 PL15,167.62498583333328,10.299872777777777,MB>Middle,24.2,3.104,226.09,31.6837,-13.784,2.45173766508,2.55391402106,22.65,84.08,-1.955725863,1.384124606,0.819085442,-0.008951155,-0.005111397,-0.003227587,2459910.0
4,286097,2001 TK68,167.6512658333333,10.229491388888889,MB>Inner,23.0,0.058,292.774,30.4159,-9.308,2.67732154626,2.7627686179,20.85,84.03,-2.187052091,1.435748534,0.85380499,-0.00603122,-0.006210386,-0.002729441,2459910.0
5,528930,2009 ET8,167.66161999999997,10.27911388888889,MB>Middle,22.6,0.049,313.825,30.2116,-9.459,2.94176470437,3.0116911292,19.05,84.04,-2.444675565,1.495794238,0.905809885,-0.005228697,-0.007284358,-0.003274394,2459910.0
6,60261,1999 XC14,167.61400249999997,10.339681666666667,MB>Outer,20.9,0.017,315.731,28.0371,-3.918,3.21129336803,3.26888837451,17.5,84.11,-2.701826799,1.555445556,0.948733672,-0.005385768,-0.007410072,-0.001469806,2459910.0
7,384516,2010 CP182,167.5080816666666,10.161423888888889,MB>Middle,21.7,0.012,429.244,62.037,-18.43,1.81593173114,1.98249508328,29.76,84.13,-1.340806668,1.272477068,0.700770759,-0.009803952,-0.009018978,-0.003130232,2459910.0
8,,2015 PY159,167.6856020833333,10.317123888888888,MB>Middle,24.0,0.118,441.096,33.8751,-11.118,2.77381279676,2.8532694678,20.16,84.03,-2.285730107,1.462668805,0.879953478,-0.004687224,-0.007994222,-0.003759944,2459910.0
9,591841,2014 FS42,167.7164958333333,10.279483055555556,MB>Middle,22.5,0.059,505.708,46.4814,-14.264,2.20025887216,2.32217125329,25.06,83.99,-1.716807084,1.341825389,0.772835145,-0.008561767,-0.00808249,-0.003108601,2459910.0
10,388224,2006 JE12,167.50591791666662,10.384298333333334,MB>Middle,22.3,0.051,507.411,35.1784,-7.163,2.69314139797,2.78075839486,20.72,84.22,-2.198683498,1.452792352,0.860974404,-0.006212812,-0.007789797,-0.002135037,2459910.0
11,,2015 RV178,167.63123333333328,10.391402222222222,MB>Middle,22.7,0.076,510.547,27.7376,-23.511,2.65605957999,2.74425831492,21.0,84.11,-2.17999208,1.430813186,0.881112848,-0.002867875,-0.005983684,-0.00776404,2459910.0
12,,2017 SN160,167.60834916666664,10.122819444444445,MB>Middle,24.5,0.606,510.66,26.9063,-5.496,2.89769913748,2.96982042247,19.33,84.03,-2.392977805,1.481134557,0.88128247,-0.007385727,-0.005521479,-0.001385235,2459910.0
13,186947,2004 RE31,167.47606166666665,10.155914722222223,MB>Outer,22.4,0.041,515.27,21.9514,-6.096,3.52443557442,3.56976523538,15.98,84.16,-3.003335056,1.623274348,0.998388422,-0.005282347,-0.005965145,-0.002447067,2459910.0
14,,2017 UO177,167.43166875,10.224486111111112,MB>Middle,24.1,10.204,524.347,30.7323,-10.654,2.73583401278,2.82081884147,20.41,84.23,-2.239532299,1.459519448,0.866115595,-0.006365716,-0.006504344,-0.003188817,2459910.0
15,510678,2012 UJ47,167.72404749999995,10.252446666666666,MB>Middle,22.2,0.066,528.858,41.9483,-13.212,2.34933296708,2.45787509378,23.59,83.97,-1.863530189,1.371397542,0.798642633,-0.007887564,-0.007801558,-0.003177647,2459910.0
16,,2005 GM184,167.44876916666666,10.177853888888889,MB>Inner,23.6,1.933,537.789,38.1828,-13.658,2.42113767592,2.52749217065,22.91,84.19,-1.938468515,1.396307809,0.810740266,-0.006224743,-0.00750634,-0.003694573,2459910.0
