,Number,Name,RA,DEC,Type,V,posunc,centerdist,RA_rate,DEC_rate,geodist,heliodist,alpha,elong,x,y,z,vx,vy,vz,epoch
0,388188,2006 DP14,135.10940374999998,3.534101944444444,NEA>Apollo,18.3,0.109,47.791,-37.3607,31.112,0.48458582953,1.42732168949,23.54,145.22,-1.199844839,0.536305766,0.138253071,-0.014498931,-0.002373875,-0.003890781,2459640.0
1,,2020 OH7,135.22473624999998,3.5304755555555554,Mars-Crosser,23.3,0.763,382.349,-21.2626,28.482,2.22560427804,3.10299673258,10.52,145.33,-2.506436589,1.788195809,0.202180882,-0.005466534,-0.005948414,0.001147662,2459640.0
2,,2016 AR7,135.17424791666664,3.621318611111111,MB>Outer,20.4,0.098,402.263,-19.2756,3.167,2.04872449814,2.92897588048,11.17,145.29,-2.369028695,1.665259752,0.250217811,-0.006737724,-0.005971473,-0.005413405,2459640.0
3,630684,2006 HQ157,135.22669666666664,3.6790169444444443,MB>Outer,20.8,0.007,678.883,-13.8481,17.513,1.87434344641,2.75850591479,11.85,145.34,-2.25038694,1.563907237,0.216158452,-0.006319865,-0.00862907,-0.002473937,2459640.0
4,,2010 CZ216,135.04229708333332,3.6969847222222225,MB>Outer,22.3,0.177,678.902,-14.4556,18.511,2.23155026179,3.10759198865,10.55,145.16,-2.487732247,1.800217423,0.229974712,-0.007544068,-0.006313689,-0.00132185,2459640.0
5,,2015 TM336,135.0065658333333,3.679228333333333,MB>Outer,21.0,0.047,687.277,-13.0747,20.266,1.89733701752,2.77951686484,11.83,145.12,-2.242328745,1.567302643,0.210380812,-0.008583931,-0.006516933,-0.001618535,2459640.0
6,,2020 SD89,135.26473916666666,3.3885158333333334,MB>Outer,21.4,0.107,717.994,-13.1393,15.684,1.82760012972,2.71295289776,12.05,145.37,-2.207672695,1.522615731,0.207533538,-0.007605349,-0.007685002,-0.002900716,2459640.0
7,325541,2009 SG58,134.9835908333333,3.722993888888889,MB>Outer,21.1,0.035,863.71,-17.7304,12.353,2.42322402989,3.29576007204,9.95,145.1,-2.641109928,1.941791212,0.255768912,-0.00519383,-0.006879266,-0.002777579,2459640.0
8,514239,2015 OL88,134.99640125,3.2886233333333332,MB>Middle,21.5,0.048,955.56,-20.3568,9.795,2.01707305185,2.8965978439,11.35,145.1,-2.355196558,1.657891279,0.224755198,-0.005267908,-0.007145787,-0.00402649,2459640.0
9,,2015 RE285,134.85489875,3.481844722222222,MB>Middle,23.7,0.46,959.516,-18.3797,15.407,2.62751690134,3.49608354292,9.41,144.96,-2.778580838,2.079962026,0.247239874,-0.005532807,-0.005628146,-0.001510973,2459640.0
