,Number,Name,RA,DEC,Type,V,posunc,centerdist,RA_rate,DEC_rate,geodist,heliodist,alpha,elong,x,y,z,vx,vy,vz,epoch
0,,2012 QQ66,112.05432124999999,30.05526027777778,MB>Middle,23.1,5.555,20.18,-2.9459,-13.929,2.290368541,2.93354981771,16.94,120.84,-1.655423083,2.049169766,1.254332234,-0.008187215,-0.002909829,-0.003334592,2459640.0
1,,15P,112.03856458333333,30.057447777777778,Comet,17.7,0.48,66.092,0.7787,-8.996,2.2417776649,2.88696707206,17.22,120.83,-1.618175976,1.978018428,1.196542639,-0.011031131,0.001478196,0.001212656,2459640.0
2,64280,2001 TC235,112.14024916666666,30.040485833333335,MB>Inner,19.8,0.062,257.875,11.1226,-2.558,1.48807280025,2.17997769525,23.09,120.92,-1.385382132,1.432162759,0.836580824,-0.009772105,-0.006523335,-0.001183648,2459640.0
3,,2015 XZ461,112.14539791666665,30.06203027777778,MB>Outer,23.3,1.449,274.106,-2.5416,-1.315,2.84271187884,3.46634724636,14.25,120.92,-1.841453065,2.496883876,1.507285465,-0.007765366,-0.003781798,-9.9785e-05,2459640.0
4,96186,1990 SF8,112.08124166666666,29.963426944444443,MB>Inner,19.0,0.042,322.833,13.5608,-11.812,1.45110572516,2.14573030898,23.49,120.88,-1.366931356,1.397237707,0.824980529,-0.010531205,-0.00561435,-0.002344929,2459640.0
5,,2023 JZ14,112.23109541666666,30.043898611111114,MB>Middle,23.0,6.306,538.82,-2.7959,-9.952,2.18140360842,2.83129887395,17.54,120.99,-1.63184011,1.977654773,1.200288775,-0.007331539,-0.005329715,-0.003454021,2459640.0
6,,2017 HR6,112.04755833333331,30.200657777777778,MB>Outer,21.3,0.028,540.22,1.0936,-5.98,2.29793486003,2.94031791135,16.9,120.8,-1.657652349,2.076429255,1.257931176,-0.008038791,-0.006138956,-0.002625755,2459640.0
7,136770,1996 PC1,112.11173791666666,29.904821111111108,NEA>Apollo,23.3,0.096,551.547,8.5167,-44.895,1.21963031584,1.93622069016,26.21,120.92,-1.285979098,1.175855583,0.725215373,-0.011436407,-0.000718397,-0.004616525,2459640.0
8,607370,2000 WM64,112.26911958333332,30.14146361111111,MB>Middle,22.2,0.172,732.928,6.4846,-2.986,1.84036689235,2.5085415475,19.89,121.0,-1.504412171,1.704543193,1.013583022,-0.009541949,-0.005576784,-0.000908864,2459640.0
9,29717,1999 AC8,111.96710833333331,30.23905138888889,MB>Inner,18.5,0.096,734.562,9.6674,-13.27,1.34379812468,2.04627289197,24.75,120.72,-1.341822486,1.326156142,0.789398393,-0.008758653,-0.00793371,-0.004020245,2459640.0
10,156056,2001 SN56,112.09534666666666,29.846121944444445,MB>Inner,19.2,0.046,746.131,10.7013,-6.08,1.57745424232,2.26248015242,22.19,120.92,-1.414851329,1.50783442,0.883398202,-0.009718886,-0.006685694,-0.002098324,2459640.0
11,,2016 UK249,111.86889833333332,29.9046575,MB>Middle,22.2,0.082,791.363,2.0654,-2.785,2.25355639257,2.89695833596,17.18,120.72,-1.631388127,2.031971736,1.207965484,-0.009181489,-0.003886073,-0.000243179,2459640.0
12,,2003 WU202,112.02024708333333,29.829698611111112,MB>Inner,22.2,0.916,805.123,9.6495,-13.005,1.5985736777,2.28140662743,22.01,120.86,-1.416023137,1.511886016,0.896400041,-0.010275264,-0.004815432,-0.002489961,2459640.0
13,293147,2006 YK5,111.95432874999999,29.83264888888889,MB>Inner,21.2,0.133,850.073,1.2728,-2.323,1.85747447055,2.52249496071,19.82,120.81,-1.517016938,1.735989498,1.020998068,-0.007736415,-0.006905663,-0.001926584,2459640.0
14,,2011 FR19,112.22601374999998,29.861475277777778,MB>Outer,23.1,5.687,859.291,-0.2278,-4.211,2.07503740338,2.73056781488,18.21,121.03,-1.601141517,1.915816399,1.140211959,-0.006925817,-0.008071702,-0.003302027,2459640.0
15,,2011 UF450,111.91335791666666,30.277391944444442,MB>Middle,23.2,0.07,932.009,-5.5187,-3.679,2.43717787088,3.07218323566,16.18,120.67,-1.712266603,2.187379088,1.328610306,-0.006048933,-0.006022792,-0.002334134,2459640.0
16,222420,2001 KW27,112.33627708333333,29.939790277777778,MB>Inner,21.6,0.071,954.316,-4.6199,-4.319,2.2479429855,2.89609144441,17.11,121.11,-1.662139087,2.032916158,1.220066478,-0.006728115,-0.005524839,-0.002101543,2459640.0
