,Number,Name,RA,DEC,Type,V,posunc,centerdist,RA_rate,DEC_rate,geodist,heliodist,alpha,elong,x,y,z,vx,vy,vz,epoch
0,,2012 QQ66,112.05038458333333,30.03868166666667,MB>Middle,23.1,5.555,50.511,-2.7775,-13.94,2.29268342051,2.93375295275,16.97,120.67,-1.655423083,2.049169766,1.254332234,-0.008187215,-0.002909829,-0.003334592,2459640.0
1,,15P,112.03974083333333,30.046738333333334,Comet,17.7,0.48,59.959,0.9412,-9.007,2.24528982994,2.8883547338,17.25,120.65,-1.618175976,1.978018428,1.196542639,-0.011031131,0.001478196,0.001212656,2459640.0
2,,2015 XZ461,112.14199499999998,30.060447777777778,MB>Outer,23.3,1.449,262.818,-2.4046,-1.345,2.84517853419,3.46658715169,14.28,120.74,-1.841453065,2.496883876,1.507285465,-0.007765366,-0.003781798,-9.9785e-05,2459640.0
3,64280,2001 TC235,112.15567041666665,30.037411666666667,MB>Inner,19.8,0.062,307.059,11.326,-2.609,1.4901213921,2.1802458895,23.13,120.75,-1.385382132,1.432162759,0.836580824,-0.009772105,-0.006523335,-0.001183648,2459640.0
4,96186,1990 SF8,112.09999375,29.949358055555557,MB>Inner,19.0,0.042,387.859,13.7586,-11.837,1.45322246507,2.14612431093,23.53,120.73,-1.366931356,1.397237707,0.824980529,-0.010531205,-0.00561435,-0.002344929,2459640.0
5,,2017 HR6,112.04917083333332,30.193525833333332,MB>Outer,21.3,0.028,514.293,1.2533,-6.009,2.29984177899,2.94015856417,16.94,120.63,-1.657652349,2.076429255,1.257931176,-0.008038791,-0.006138956,-0.002625755,2459640.0
6,,2023 JZ14,112.22736916666666,30.032044444444445,MB>Middle,23.0,6.306,531.004,-2.6217,-9.975,2.18330861362,2.83112432596,17.58,120.82,-1.63184011,1.977654773,1.200288775,-0.007331539,-0.005329715,-0.003454021,2459640.0
7,29717,1999 AC8,111.98057541666665,30.223243333333333,MB>Inner,18.5,0.096,666.081,9.8983,-13.303,1.34532148102,2.0461143141,24.8,120.56,-1.341822486,1.326156142,0.789398393,-0.008758653,-0.00793371,-0.004020245,2459640.0
8,136770,1996 PC1,112.12357458333332,29.85148527777778,NEA>Apollo,23.3,0.096,746.108,8.7481,-44.766,1.22228264447,1.93719286514,26.25,120.77,-1.285979098,1.175855583,0.725215373,-0.011436407,-0.000718397,-0.004616525,2459640.0
9,607370,2000 WM64,112.27816,30.137886388888887,MB>Middle,22.2,0.172,752.814,6.6649,-3.027,1.84258040866,2.50882682836,19.93,120.83,-1.504412171,1.704543193,1.013583022,-0.009541949,-0.005576784,-0.000908864,2459640.0
10,156056,2001 SN56,112.11015541666666,29.838864722222223,MB>Inner,19.2,0.046,780.194,10.8979,-6.119,1.57940057804,2.26263447224,22.23,120.76,-1.414851329,1.50783442,0.883398202,-0.009718886,-0.006685694,-0.002098324,2459640.0
11,,2016 UK249,111.87183874999998,29.901325,MB>Middle,22.2,0.082,792.648,2.2254,-2.817,2.25606422423,2.89737799379,17.21,120.55,-1.631388127,2.031971736,1.207965484,-0.009181489,-0.003886073,-0.000243179,2459640.0
12,,2003 WU202,112.03360708333332,29.814215555555556,MB>Inner,22.2,0.916,855.526,9.8427,-13.023,1.60078645396,2.28180741992,22.05,120.7,-1.416023137,1.511886016,0.896400041,-0.010275264,-0.004815432,-0.002489961,2459640.0
13,293147,2006 YK5,111.95620291666665,29.829860555555555,MB>Inner,21.2,0.133,857.169,1.4655,-2.364,1.85930267303,2.52233718257,19.86,120.63,-1.517016938,1.735989498,1.020998068,-0.007736415,-0.006905663,-0.001926584,2459640.0
14,,2011 FR19,112.22582041666665,29.856443333333335,MB>Outer,23.1,5.687,873.382,-0.0507,-4.247,2.07653757466,2.73004523952,18.24,120.86,-1.601141517,1.915816399,1.140211959,-0.006925817,-0.008071702,-0.003302027,2459640.0
15,,2011 UF450,111.90586374999998,30.272996388888888,MB>Middle,23.2,0.07,929.89,-5.3568,-3.71,2.43901634356,3.07183281837,16.21,120.49,-1.712266603,2.187379088,1.328610306,-0.006048933,-0.006022792,-0.002334134,2459640.0
16,222420,2001 KW27,112.33004999999999,29.934631944444444,MB>Inner,21.6,0.071,944.82,-4.4473,-4.352,2.24990770349,2.89592197344,17.15,120.93,-1.662139087,2.032916158,1.220066478,-0.006728115,-0.005524839,-0.002101543,2459640.0
