,Number,Name,RA,DEC,Type,V,posunc,centerdist,RA_rate,DEC_rate,geodist,heliodist,alpha,elong,x,y,z,vx,vy,vz,epoch
0,,172P,63.37444874999999,29.58772833333333,Comet,22.3,0.29,1.74,14.6628,0.295,5.0364530497,5.01262992769,11.33,82.91,1.032615302,4.165284913,2.592159498,-0.006824748,0.000369967,0.001059528,2459640.0
1,,2019 LM18,63.404430416666656,29.603389444444446,MB>Outer,23.4,0.195,108.125,29.0825,1.478,3.24468270581,3.2761784775,17.5,82.94,0.340472819,2.769723467,1.707138209,-0.009076405,0.001263983,0.001396055,2459640.0
2,595978,2004 RA364,63.391412499999994,29.62274361111111,MB>Outer,22.3,0.059,136.327,32.1082,-1.249,3.09745722456,3.136076532,18.3,82.93,0.284885643,2.652863142,1.638721734,-0.009491197,0.001760186,0.000388584,2459640.0
3,122955,2000 SU203,63.222969583333324,29.527380277777777,MB>Middle,20.8,0.011,523.219,41.3572,3.41,2.46852972758,2.54460017358,22.77,82.77,0.051054919,2.169739637,1.323423137,-0.010816151,-0.000210567,0.00065512,2459640.0
4,359583,2010 UQ41,63.297104166666664,29.738106944444446,MB>Outer,21.8,0.015,593.881,31.1211,2.465,3.08855942574,3.12665519509,18.36,82.87,0.283845425,2.644002682,1.635847106,-0.009448983,0.000933036,0.00153974,2459640.0
5,428780,2008 SA232,63.548446666666656,29.65641361111111,MB>Middle,22.8,0.06,596.562,31.7354,-1.651,2.93667052219,2.98639847133,19.27,83.07,0.214147473,2.532450072,1.561830351,-0.009045697,0.001113503,6.9862e-05,2459640.0
6,69950,1998 VW4,63.33766291666666,29.7552725,MB>Outer,19.2,0.012,614.582,45.6371,0.909,2.50133939098,2.57724783178,22.48,82.91,0.06075363,2.187933994,1.349048053,-0.011686922,0.001226443,0.000415022,2459640.0
7,515377,2013 EW81,63.56926458333333,29.614201666666666,MB>Outer,22.7,0.212,615.537,42.365,1.195,2.42295399628,2.50793884905,23.14,83.08,0.023133874,2.141733245,1.308662636,-0.011451711,-0.00119079,-0.000679635,2459640.0
8,328188,2008 DY70,63.52085583333333,29.451263055555554,MB>Inner,22.2,0.175,670.754,39.3495,6.725,2.40155448462,2.48707790713,23.35,83.01,0.014730938,2.128101075,1.285910128,-0.01050259,-0.001426366,0.001168667,2459640.0
9,,2015 HC89,63.31834083333333,29.40519833333333,MB>Middle,24.1,1.823,680.456,28.1252,3.085,3.09875797489,3.13550500988,18.3,82.83,0.288279486,2.662837941,1.625304487,-0.008664611,0.000180256,0.001522109,2459640.0
10,90888,1997 AB3,63.17721708333333,29.500605277777776,MB>Middle,19.3,0.028,694.219,57.6887,-4.435,2.07065693737,2.1830677068,26.83,82.73,-0.097854731,1.856210973,1.133740815,-0.012461976,0.001066904,-0.001477175,2459640.0
11,,2017 BM215,63.609665416666665,29.557603611111112,MB>Outer,23.4,7.919,742.676,30.7565,-4.869,2.99627896979,3.04323565857,18.89,83.11,0.238235445,2.587959767,1.594745383,-0.009749709,-0.000551764,-0.002278819,2459640.0
12,,2010 TH121,63.34687166666666,29.79810666666667,MB>Outer,23.0,0.255,762.677,30.5785,1.639,3.06823587082,3.1083197323,18.47,82.93,0.273233136,2.629975215,1.63075713,-0.009478715,0.000303262,0.000886686,2459640.0
13,,2014 PR93,63.60052499999999,29.44960222222222,MB>Outer,23.2,0.153,863.827,34.9049,-4.665,2.98024249507,3.02758851173,18.99,83.08,0.234102246,2.568235523,1.577025931,-0.009887826,0.002273698,-0.000819156,2459640.0
14,,2021 RG21,63.627171666666655,29.487389722222222,MB>Middle,22.7,9.677,868.424,53.9103,13.65,2.0944699116,2.21057408323,26.49,83.11,-0.102719662,1.883391282,1.128466997,-0.012011748,0.000454669,0.003431604,2459640.0
15,,2014 QU210,63.386035,29.828873333333334,MB>Outer,22.4,0.043,869.034,31.3398,-1.524,3.10879358844,3.14745246956,18.24,82.97,0.287905215,2.66010985,1.656245385,-0.009747536,0.000719076,-0.000266504,2459640.0
16,235831,2004 XR160,63.649811249999985,29.525063055555556,MB>Middle,21.1,0.035,889.608,36.8813,-5.687,2.68427992941,2.75069672985,21.0,83.13,0.117410929,2.341951411,1.43787695,-0.010024249,0.000732834,-0.001786914,2459640.0
17,466506,2014 DE89,63.206077916666665,29.378149444444446,MB>Middle,21.9,0.089,921.495,34.0863,2.799,2.7916273651,2.84412743459,20.26,82.73,0.177268057,2.424422114,1.476480974,-0.010020832,-0.000469293,0.000601644,2459640.0
18,,2014 QG315,63.33491124999999,29.84897472222222,MB>Outer,22.4,0.1,949.029,35.1237,-1.054,2.9299130819,2.97757708412,19.32,82.93,0.221772847,2.518307075,1.567004071,-0.010215917,0.001195488,7.9583e-05,2459640.0
19,,2015 VS54,63.51354875,29.350126944444447,MB>Outer,22.7,0.102,959.089,33.7147,5.438,2.95301333728,3.00028028342,19.17,82.98,0.22762827,2.550484585,1.54717909,-0.009724493,0.001392861,0.002738488,2459640.0
20,,2019 GS86,63.260667083333324,29.336466388888887,MB>Middle,23.4,0.129,972.748,34.0535,3.24,2.75847924659,2.81374003269,20.49,82.76,0.162207265,2.400657025,1.457923289,-0.009890705,-0.000500332,0.000764477,2459640.0
21,,2016 WA48,63.35465708333333,29.31725833333333,MB>Outer,22.4,0.208,975.564,38.4633,6.528,2.62871797665,2.6940108203,21.45,82.84,0.110966326,2.300879523,1.39015191,-0.010725522,-0.000249531,0.001783541,2459640.0
22,4414,Sesostris,63.472065416666666,29.31815,MB>Inner,18.6,0.032,1016.859,57.4371,1.476,1.94142931426,2.07231778823,28.41,82.94,-0.154757708,1.769461265,1.06288133,-0.012541108,-0.000996821,-0.000927505,2459640.0
