,Number,Name,RA,DEC,Type,V,posunc,centerdist,RA_rate,DEC_rate,geodist,heliodist,alpha,elong,x,y,z,vx,vy,vz,epoch
0,,2012 QQ66,112.05331916666665,30.051133055555557,MB>Middle,23.1,5.555,15.779,-2.9039,-13.932,2.2909446343,2.93360042067,16.94,120.8,-1.655423083,2.049169766,1.254332234,-0.008187215,-0.002909829,-0.003334592,2459640.0
1,,15P,112.03883666666665,30.054782222222222,Comet,17.7,0.48,62.475,0.8192,-8.999,2.24265192942,2.88731268133,17.23,120.78,-1.618175976,1.978018428,1.196542639,-0.011031131,0.001478196,0.001212656,2459640.0
2,64280,2001 TC235,112.14406333333332,30.03972611111111,MB>Inner,19.8,0.062,270.035,11.1733,-2.571,1.4885826637,2.18004448399,23.1,120.88,-1.385382132,1.432162759,0.836580824,-0.009772105,-0.006523335,-0.001183648,2459640.0
3,,2015 XZ461,112.14453291666666,30.061639444444445,MB>Outer,23.3,1.449,271.236,-2.5075,-1.323,2.84332575818,3.46640700077,14.26,120.87,-1.841453065,2.496883876,1.507285465,-0.007765366,-0.003781798,-9.9785e-05,2459640.0
4,96186,1990 SF8,112.08588624999999,29.95992611111111,MB>Inner,19.0,0.042,338.512,13.6101,-11.819,1.45163255361,2.14582842321,23.5,120.85,-1.366931356,1.397237707,0.824980529,-0.010531205,-0.00561435,-0.002344929,2459640.0
5,,2017 HR6,112.04793916666665,30.198885,MB>Outer,21.3,0.028,533.777,1.1334,-5.987,2.29840937538,2.94027822159,16.91,120.76,-1.657652349,2.076429255,1.257931176,-0.008038791,-0.006138956,-0.002625755,2459640.0
6,,2023 JZ14,112.23014499999998,30.040949166666667,MB>Middle,23.0,6.306,536.474,-2.7525,-9.958,2.18187764606,2.83125541859,17.55,120.95,-1.63184011,1.977654773,1.200288775,-0.007331539,-0.005329715,-0.003454021,2459640.0
7,136770,1996 PC1,112.11465666666666,29.891524722222222,NEA>Apollo,23.3,0.096,599.961,8.5745,-44.863,1.22029047214,1.93646284624,26.22,120.89,-1.285979098,1.175855583,0.725215373,-0.011436407,-0.000718397,-0.004616525,2459640.0
8,29717,1999 AC8,111.97043249999999,30.235118333333336,MB>Inner,18.5,0.096,717.516,9.7249,-13.278,1.34417720679,2.04623338656,24.77,120.68,-1.341822486,1.326156142,0.789398393,-0.008758653,-0.00793371,-0.004020245,2459640.0
9,607370,2000 WM64,112.27134749999999,30.1405775,MB>Middle,22.2,0.172,737.751,6.5295,-2.996,1.84091779012,2.50861258931,19.9,120.96,-1.504412171,1.704543193,1.013583022,-0.009541949,-0.005576784,-0.000908864,2459640.0
10,156056,2001 SN56,112.09900958333333,29.84431888888889,MB>Inner,19.2,0.046,754.38,10.7503,-6.09,1.57793862797,2.26251856837,22.2,120.88,-1.414851329,1.50783442,0.883398202,-0.009718886,-0.006685694,-0.002098324,2459640.0
11,,2016 UK249,111.86961,29.903831388888886,MB>Middle,22.2,0.082,791.695,2.1053,-2.793,2.25418055779,2.89706285235,17.19,120.68,-1.631388127,2.031971736,1.207965484,-0.009181489,-0.003886073,-0.000243179,2459640.0
12,,2003 WU202,112.02354958333333,29.82584472222222,MB>Inner,22.2,0.916,817.415,9.6976,-13.009,1.59912440537,2.28150643887,22.02,120.82,-1.416023137,1.511886016,0.896400041,-0.010275264,-0.004815432,-0.002489961,2459640.0
13,293147,2006 YK5,111.95477083333331,29.831959166666667,MB>Inner,21.2,0.133,851.845,1.3208,-2.333,1.85792941924,2.52245567767,19.83,120.76,-1.517016938,1.735989498,1.020998068,-0.007736415,-0.006905663,-0.001926584,2459640.0
14,,2011 FR19,112.22594291666665,29.86022638888889,MB>Outer,23.1,5.687,862.731,-0.1837,-4.22,2.07541064125,2.73043767023,18.22,120.99,-1.601141517,1.915816399,1.140211959,-0.006925817,-0.008071702,-0.003302027,2459640.0
15,,2011 UF450,111.91147083333333,30.276300833333334,MB>Middle,23.2,0.07,931.445,-5.4783,-3.686,2.43763533432,3.07209599284,16.19,120.63,-1.712266603,2.187379088,1.328610306,-0.006048933,-0.006022792,-0.002334134,2459640.0
16,222420,2001 KW27,112.33470416666665,29.938509444444446,MB>Inner,21.6,0.071,951.821,-4.5769,-4.327,2.24843189312,2.89604926495,17.12,121.06,-1.662139087,2.032916158,1.220066478,-0.006728115,-0.005524839,-0.002101543,2459640.0
