,Number,Name,RA,DEC,Type,V,posunc,centerdist,RA_rate,DEC_rate,geodist,heliodist,alpha,elong,x,y,z,vx,vy,vz,epoch
0,,15P,112.03611458333333,30.116288333333333,Comet,17.7,0.48,64.194,-0.1269,-8.931,2.2224693871,2.87930222589,17.08,121.78,-1.618175976,1.978018428,1.196542639,-0.011031131,0.001478196,0.001212656,2459640.0
1,,2012 QQ66,112.08023083333332,30.146496388888888,MB>Middle,23.1,5.555,150.044,-3.8793,-13.867,2.27766916859,2.93242578842,16.76,121.81,-1.655423083,2.049169766,1.254332234,-0.008187215,-0.002909829,-0.003334592,2459640.0
2,64280,2001 TC235,112.06021041666666,30.056353333333334,MB>Inner,19.8,0.062,195.94,9.9905,-2.275,1.47682649229,2.17849773418,22.86,121.82,-1.385382132,1.432162759,0.836580824,-0.009772105,-0.006523335,-0.001183648,2459640.0
3,136770,1996 PC1,112.05209291666665,30.201875277777777,NEA>Apollo,23.3,0.096,328.64,7.2189,-45.613,1.20506333381,1.93084555752,26.03,121.78,-1.285979098,1.175855583,0.725215373,-0.011436407,-0.000718397,-0.004616525,2459640.0
4,96186,1990 SF8,111.98264583333332,30.040511111111112,MB>Inner,19.0,0.042,339.831,12.4587,-11.672,1.43948444745,2.14355698689,23.28,121.76,-1.366931356,1.397237707,0.824980529,-0.010531205,-0.00561435,-0.002344929,2459640.0
5,,2015 XZ461,112.16756333333332,30.070121944444445,MB>Outer,23.3,1.449,377.832,-3.2991,-1.149,2.82917708574,3.46502136615,14.1,121.9,-1.841453065,2.496883876,1.507285465,-0.007765366,-0.003781798,-9.9785e-05,2459640.0
6,,2017 DQ132,112.14727041666666,30.012813055555554,Mars-Crosser,21.8,0.634,453.308,12.609,-46.077,1.05186105281,1.79568728185,28.13,121.9,-1.246540258,1.084277471,0.657856312,-0.010182037,-0.005404289,-0.006593409,2459640.0
7,,2017 HR6,112.04261958333332,30.239381944444446,MB>Outer,21.3,0.028,465.251,0.2104,-5.817,2.28748341897,2.94119864186,16.72,121.76,-1.657652349,2.076429255,1.257931176,-0.008038791,-0.006138956,-0.002625755,2459640.0
8,607370,2000 WM64,112.22371083333333,30.160317499999998,MB>Middle,22.2,0.172,552.917,5.4832,-2.757,1.82821767917,2.5069676849,19.7,121.93,-1.504412171,1.704543193,1.013583022,-0.009541949,-0.005576784,-0.000908864,2459640.0
9,,2023 JZ14,112.25597583333332,30.10879388888889,MB>Middle,23.0,6.306,623.848,-3.76,-9.819,2.1709629975,2.8322596642,17.34,121.97,-1.63184011,1.977654773,1.200288775,-0.007331539,-0.005329715,-0.003454021,2459640.0
10,,2011 UF450,111.95872583333332,30.30096111111111,MB>Middle,23.2,0.07,748.607,-6.4132,-3.501,2.42710553978,3.07411269801,15.99,121.67,-1.712266603,2.187379088,1.328610306,-0.006048933,-0.006022792,-0.002334134,2459640.0
11,,2003 WU202,111.95128874999999,29.914744444444445,MB>Inner,22.2,0.916,776.666,8.5739,-12.905,1.58642573903,2.27919464636,21.81,121.76,-1.416023137,1.511886016,0.896400041,-0.010275264,-0.004815432,-0.002489961,2459640.0
12,156056,2001 SN56,112.01849208333333,29.885309166666666,MB>Inner,19.2,0.046,819.43,9.6089,-5.858,1.56677468114,2.2616313669,21.97,121.82,-1.414851329,1.50783442,0.883398202,-0.009718886,-0.006685694,-0.002098324,2459640.0
13,29717,1999 AC8,111.89850916666666,30.32557388888889,MB>Inner,18.5,0.096,915.279,8.3846,-13.089,1.335446625,2.04715076286,24.49,121.62,-1.341822486,1.326156142,0.789398393,-0.008758653,-0.00793371,-0.004020245,2459640.0
14,,2016 UK249,111.85663499999998,29.922340277777778,MB>Middle,22.2,0.082,918.935,1.1777,-2.602,2.23978819373,2.89464091959,17.01,121.68,-1.631388127,2.031971736,1.207965484,-0.009181489,-0.003886073,-0.000243179,2459640.0
15,,2020 OQ1,111.86391291666666,29.90751472222222,Mars-Crosser,26.0,30.185,944.493,-7.7499,-7.119,3.04394733279,3.67093520661,13.33,121.69,-1.905790322,2.662434164,1.616212823,-0.006893678,-0.001312035,-0.001480443,2459640.0
16,,2011 FR19,112.23145666666665,29.888457777777777,MB>Outer,23.1,5.687,969.612,-1.2066,-4.009,2.06682758546,2.73345287969,17.99,122.0,-1.601141517,1.915816399,1.140211959,-0.006925817,-0.008071702,-0.003302027,2459640.0
17,293147,2006 YK5,111.94875291666666,29.84713722222222,MB>Inner,21.2,0.133,1005.495,0.2047,-2.09,1.84745045664,2.52336396037,19.6,121.77,-1.517016938,1.735989498,1.020998068,-0.007736415,-0.006905663,-0.001926584,2459640.0
