,Number,Name,RA,DEC,Type,V,posunc,centerdist,RA_rate,DEC_rate,geodist,heliodist,alpha,elong,x,y,z,vx,vy,vz,epoch
0,,172P,63.4887375,29.589982222222222,Comet,22.3,0.29,0.768,15.071,0.38,5.05165705947,5.01207294343,11.31,82.01,1.032615302,4.165284913,2.592159498,-0.006824748,0.000369967,0.001059528,2459640.0
1,122955,2000 SU203,63.542809999999996,29.550326666666667,MB>Middle,20.8,0.011,220.717,41.8952,3.456,2.48139426653,2.54457457934,22.74,82.05,0.051054919,2.169739637,1.323423137,-0.010816151,-0.000210567,0.00065512,2459640.0
2,,2021 RV11,63.50058916666666,29.51040972222222,Mars-Crosser,26.3,99.06,288.434,66.001,2.322,1.95282093464,2.06734957946,28.43,82.01,-0.147495294,1.739147902,1.055566839,-0.011939429,0.004167753,0.002049194,2459640.0
3,,2019 LM18,63.629911666666665,29.61354,MB>Outer,23.4,0.195,449.343,29.5687,1.56,3.25982927227,3.27704508991,17.46,82.14,0.340472819,2.769723467,1.707138209,-0.009076405,0.001263983,0.001396055,2459640.0
4,595978,2004 RA364,63.64014708333333,29.61473527777778,MB>Outer,22.3,0.059,481.617,32.585,-1.147,3.11232138178,3.1369263541,18.27,82.15,0.284885643,2.652863142,1.638721734,-0.009491197,0.001760186,0.000388584,2459640.0
5,90888,1997 AB3,63.62182083333333,29.47114222222222,MB>Middle,19.3,0.028,596.611,58.0999,-4.38,2.08277212563,2.18385024381,26.79,82.1,-0.097854731,1.856210973,1.133740815,-0.012461976,0.001066904,-0.001477175,2459640.0
6,,2015 HC89,63.53621333333332,29.426079444444447,MB>Middle,24.1,1.823,608.016,28.6545,3.163,3.11325475741,3.13564602108,18.27,82.02,0.288279486,2.662837941,1.625304487,-0.008664611,0.000180256,0.001522109,2459640.0
7,359583,2010 UQ41,63.538630416666656,29.754825555555556,MB>Outer,21.8,0.015,613.765,31.6174,2.537,3.10334967935,3.12741018472,18.33,82.09,0.283845425,2.644002682,1.635847106,-0.009448983,0.000933036,0.00153974,2459640.0
8,466506,2014 DE89,63.46971708333333,29.3971,MB>Middle,21.9,0.089,696.657,34.6394,2.871,2.80459530843,2.84343112944,20.23,81.96,0.177268057,2.424422114,1.476480974,-0.010020832,-0.000469293,0.000601644,2459640.0
9,,2019 GS86,63.52396583333332,29.358358333333335,MB>Middle,23.4,0.129,840.705,34.6106,3.31,2.77155982805,2.8131505059,20.46,82.0,0.162207265,2.400657025,1.457923289,-0.009890705,-0.000500332,0.000764477,2459640.0
10,,2007 SK19,63.29747416666666,29.753904722222224,MB>Middle,22.5,0.369,841.065,46.8094,7.582,2.36155119913,2.43182980774,23.85,81.88,0.014036151,2.068490099,1.266769868,-0.011599038,-0.000140723,0.001766006,2459640.0
11,,2010 TH121,63.58444458333333,29.809339166666668,MB>Outer,23.0,0.255,844.57,31.0976,1.722,3.08220681695,3.10822099409,18.45,82.14,0.273233136,2.629975215,1.63075713,-0.009478715,0.000303262,0.000886686,2459640.0
12,69950,1998 VW4,63.69084874999999,29.761488611111112,MB>Outer,19.2,0.012,883.403,46.0954,0.951,2.51489738917,2.57830055856,22.44,82.22,0.06075363,2.187933994,1.349048053,-0.011686922,0.001226443,0.000415022,2459640.0
13,476685,2008 TN80,63.472347916666656,29.848999444444445,MB>Middle,22.8,0.113,934.249,33.9654,1.569,2.8009255091,2.84157008173,20.25,82.05,0.169226499,2.410854722,1.494586312,-0.009646999,-0.000243906,0.000441591,2459640.0
14,,2014 QU210,63.629476249999996,29.819036666666666,MB>Outer,22.4,0.043,934.659,31.847,-1.418,3.12241885296,3.14704803724,18.21,82.18,0.287905215,2.66010985,1.656245385,-0.009747536,0.000719076,-0.000266504,2459640.0
15,,2016 WA48,63.651657083333326,29.360958333333336,MB>Outer,22.4,0.208,969.144,38.9964,6.547,2.64217675264,2.69431577054,21.41,82.11,0.110966326,2.300879523,1.39015191,-0.010725522,-0.000249531,0.001783541,2459640.0
16,,2014 QG315,63.60750333333332,29.842243333333332,MB>Outer,22.4,0.1,981.181,35.6144,-0.959,2.94388089417,2.9779005877,19.29,82.17,0.221772847,2.518307075,1.567004071,-0.010215917,0.001195488,7.9583e-05,2459640.0
