,Number,Name,RA,DEC,Type,V,posunc,centerdist,RA_rate,DEC_rate,geodist,heliodist,alpha,elong,x,y,z,vx,vy,vz,epoch
0,,67P,209.82505874999995,-11.023345277777779,Comet,18.8,0.4,1.89,-20.2871,6.914,3.43486587526,4.27467200883,8.17,142.43,-3.896609085,-1.526883696,-0.588872841,-0.00204557,-0.006377384,-0.003096476,2460010.0
1,516080,2015 TG319,209.84239166666663,-11.042991666666667,MB>Outer,22.0,0.07,92.399,-14.7843,4.32,2.0663977307,2.92659448927,12.0,142.41,-2.780197947,-0.842012819,-0.319326465,0.003535878,-0.008372287,-0.004084285,2460010.0
2,,2016 CU19,209.80818624999995,-11.048675277777777,MB>Inner,22.3,0.28,107.201,-13.6555,13.229,1.19830129342,2.08568212176,16.97,142.44,-2.018765451,-0.388267922,-0.153800472,0.000777587,-0.011725691,-0.004015925,2460010.0
3,,2020 QE39,209.7831820833333,-11.024045277777779,MB>Middle,24.9,106.27,147.62,-16.4009,12.962,2.56279936762,3.41412614687,10.24,142.47,-3.199882606,-1.093026942,-0.438917525,0.003077002,-0.007133425,-0.001175203,2460010.0
4,,2017 FY172,209.8048370833333,-10.976501944444445,MB>Outer,22.4,0.04,184.727,-16.1344,1.373,2.48004384777,3.33269672187,10.5,142.46,-3.130835941,-1.05225768,-0.390343364,0.003251287,-0.007296789,-0.004700907,2460010.0
5,,2006 SM209,209.90613624999997,-10.990218055555555,MB>Inner,24.3,0.491,311.384,-17.8171,5.939,1.88806141042,2.75212776381,12.78,142.36,-2.630945579,-0.762535407,-0.286876881,0.003896172,-0.007724897,-0.003693193,2460010.0
6,413244,2003 SE218,209.76250749999997,-10.961733888888888,MB>Outer,22.3,0.077,314.214,-15.6343,4.583,2.68154555015,3.53134325006,9.89,142.51,-3.311107553,-1.155412218,-0.439064277,0.004130091,-0.006553912,-0.003434477,2460010.0
7,,2017 UD211,209.92127166666663,-11.000325555555555,MB>Inner,24.1,0.0,350.732,-17.8285,5.572,1.83665863719,2.70190788351,13.03,142.35,-2.58699568,-0.736802386,-0.276325956,0.003899105,-0.007835457,-0.003816112,2460010.0
8,,2012 HO52,209.9493445833333,-11.063306111111112,MB>Inner,21.7,0.081,461.87,-9.2942,1.537,1.19027939178,2.07718232348,17.09,142.3,-2.028644752,-0.391221433,-0.141599127,0.002864458,-0.011221031,-0.005271328,2460010.0
9,235384,2003 WQ81,209.82830874999996,-10.890263333333333,MB>Middle,20.3,0.027,481.099,-16.2598,-6.225,1.56201703526,2.43602107148,14.45,142.47,-2.3616655,-0.595619158,-0.200858083,0.004614693,-0.008393644,-0.006122865,2460010.0
10,,P/2019 U4,209.92657791666662,-10.912263888888889,Comet,0.0,0.39,538.88,-14.207,7.992,4.36137650076,5.19284535405,6.72,142.37,-4.722623686,-2.000311722,-0.777025996,0.002506108,-0.004793849,-0.000877841,2460010.0
11,,2011 UN459,209.9487970833333,-10.907771944444445,MB>Middle,22.1,0.056,605.163,-17.1166,1.758,2.01330189568,2.87427406515,12.23,142.35,-2.726224754,-0.820018429,-0.29749255,0.002643583,-0.008338582,-0.004886976,2460010.0
12,525461,2005 EN302,209.7948270833333,-11.193495,KBO>Resonant>9:5,23.9,0.149,619.891,-1.8953,0.706,47.45153972425,48.25110720151,0.72,142.4,-41.394137971,-23.019541735,-9.162463899,0.001136917,-0.001865171,-0.000939608,2460010.0
13,,2014 HY317,209.99571291666663,-11.071168333333333,MB>Middle,22.0,0.123,626.903,-16.2292,-2.992,1.52863458291,2.4022659583,14.73,142.26,-2.306850921,-0.5687759,-0.199585688,0.001922867,-0.009986564,-0.00608988,2460010.0
14,245934,2006 RT51,209.6679295833333,-10.94206,MB>Middle,21.7,0.058,628.246,-15.6359,6.763,2.18029792663,3.03956507596,11.49,142.6,-2.874633268,-0.892540345,-0.342157838,0.002812137,-0.008348466,-0.003534896,2460010.0
15,,2017 YP68,209.77264541666662,-10.841883888888889,MB>Middle,22.0,0.111,680.716,-12.1473,7.82,1.51353129687,2.38956370642,14.71,142.54,-2.299415831,-0.550035393,-0.207032557,0.002094861,-0.010775562,-0.004221939,2460010.0
16,56478,2000 GS111,210.00942374999997,-10.955137777777777,MB>Inner,19.8,0.022,697.268,-19.2185,0.115,1.37114872131,2.25050975683,15.74,142.28,-2.172106698,-0.493304346,-0.171343367,0.0017547,-0.009845509,-0.0055485,2460010.0
17,211318,2002 SJ50,209.97077666666664,-11.160333611111112,MB>Inner,21.9,0.064,711.864,-19.0714,5.931,2.09438487916,2.95278100534,11.93,142.25,-2.79563463,-0.867347265,-0.332565703,0.002921711,-0.007444974,-0.003663613,2460010.0
18,,133P,209.75923874999995,-10.830157222222223,Comet,19.3,0.41,735.012,-12.7965,6.246,2.25406009378,3.11149388203,11.23,142.55,-2.951679689,-0.934506875,-0.353773478,0.004556909,-0.008043677,-0.003312118,2460010.0
19,7968,Elst-Pizarro,209.7587745833333,-10.830042777777777,MB>Outer,20.7,0.029,735.923,-12.7981,6.246,2.25405918796,3.11149659899,11.23,142.55,-2.951687313,-0.934493948,-0.353767799,0.004556858,-0.008043694,-0.003312124,2460010.0
