,Number,Name,RA,DEC,Type,V,posunc,centerdist,RA_rate,DEC_rate,geodist,heliodist,alpha,elong,x,y,z,vx,vy,vz,epoch
0,,2012 QQ66,112.05124499999998,30.042391944444446,MB>Middle,23.1,5.555,37.845,-2.8151,-13.938,2.29216515238,2.93370751986,16.96,120.7,-1.655423083,2.049169766,1.254332234,-0.008187215,-0.002909829,-0.003334592,2459640.0
1,,15P,112.03945833333331,30.04913555555556,Comet,17.7,0.48,59.348,0.9049,-9.005,2.24450370008,2.88804430532,17.24,120.69,-1.618175976,1.978018428,1.196542639,-0.011031131,0.001478196,0.001212656,2459640.0
2,,2015 XZ461,112.14273999999999,30.060805000000002,MB>Outer,23.3,1.449,265.224,-2.4353,-1.338,2.8446262989,3.466533487,14.28,120.78,-1.841453065,2.496883876,1.507285465,-0.007765366,-0.003781798,-9.9785e-05,2459640.0
3,64280,2001 TC235,112.15219583333332,30.038104722222222,MB>Inner,19.8,0.062,295.909,11.2806,-2.598,1.48966277896,2.18018588594,23.12,120.79,-1.385382132,1.432162759,0.836580824,-0.009772105,-0.006523335,-0.001183648,2459640.0
4,96186,1990 SF8,112.09577499999999,29.952508333333334,MB>Inner,19.0,0.042,372.85,13.7144,-11.832,1.45274859945,2.14603615597,23.52,120.76,-1.366931356,1.397237707,0.824980529,-0.010531205,-0.00561435,-0.002344929,2459640.0
5,,2017 HR6,112.04879083333333,30.195124444444446,MB>Outer,21.3,0.028,520.11,1.2176,-6.002,2.29941480031,2.94019420837,16.93,120.67,-1.657652349,2.076429255,1.257931176,-0.008038791,-0.006138956,-0.002625755,2459640.0
6,,2023 JZ14,112.22818208333332,30.03469916666667,MB>Middle,23.0,6.306,532.314,-2.6607,-9.97,2.18288206209,2.83116338952,17.57,120.86,-1.63184011,1.977654773,1.200288775,-0.007331539,-0.005329715,-0.003454021,2459640.0
7,29717,1999 AC8,111.97753499999999,30.22678333333333,MB>Inner,18.5,0.096,681.43,9.8467,-13.295,1.34498039709,2.04614977946,24.79,120.6,-1.341822486,1.326156142,0.789398393,-0.008758653,-0.00793371,-0.004020245,2459640.0
8,136770,1996 PC1,112.12089916666666,29.86340527777778,NEA>Apollo,23.3,0.096,702.535,8.6964,-44.795,1.22168890387,1.93697540907,26.24,120.8,-1.285979098,1.175855583,0.725215373,-0.011436407,-0.000718397,-0.004616525,2459640.0
9,607370,2000 WM64,112.27611583333332,30.13869111111111,MB>Middle,22.2,0.172,748.186,6.6246,-3.018,1.84208486234,2.50876300011,19.92,120.87,-1.504412171,1.704543193,1.013583022,-0.009541949,-0.005576784,-0.000908864,2459640.0
10,156056,2001 SN56,112.10681874999999,29.8404925,MB>Inner,19.2,0.046,772.345,10.854,-6.11,1.57896483093,2.26259993254,22.22,120.8,-1.414851329,1.50783442,0.883398202,-0.009718886,-0.006685694,-0.002098324,2459640.0
11,,2016 UK249,111.87116166666665,29.902073888888886,MB>Middle,22.2,0.082,792.419,2.1897,-2.81,2.25550280588,2.89728411092,17.2,120.59,-1.631388127,2.031971736,1.207965484,-0.009181489,-0.003886073,-0.000243179,2459640.0
12,,2003 WU202,112.03059499999999,29.81768138888889,MB>Inner,22.2,0.916,844.02,9.7995,-13.019,1.60029108636,2.28171775142,22.04,120.74,-1.416023137,1.511886016,0.896400041,-0.010275264,-0.004815432,-0.002489961,2459640.0
13,293147,2006 YK5,111.95576083333333,29.83048888888889,MB>Inner,21.2,0.133,855.61,1.4224,-2.355,1.85889333934,2.52237249057,19.85,120.67,-1.517016938,1.735989498,1.020998068,-0.007736415,-0.006905663,-0.001926584,2459640.0
14,,2011 FR19,112.22584249999998,29.85757305555556,MB>Outer,23.1,5.687,870.127,-0.0903,-4.239,2.07620161264,2.73016214962,18.24,120.89,-1.601141517,1.915816399,1.140211959,-0.006925817,-0.008071702,-0.003302027,2459640.0
15,,2011 UF450,111.90752125,30.273983333333334,MB>Middle,23.2,0.07,930.364,-5.393,-3.703,2.43860467236,3.07191123828,16.2,120.53,-1.712266603,2.187379088,1.328610306,-0.006048933,-0.006022792,-0.002334134,2459640.0
16,222420,2001 KW27,112.33142249999999,29.935789444444445,MB>Inner,21.6,0.071,946.765,-4.4859,-4.344,2.24946779199,2.89595991185,17.14,120.97,-1.662139087,2.032916158,1.220066478,-0.006728115,-0.005524839,-0.002101543,2459640.0
