,Run,Object,RA,Dec,Equinox,UT,Airm,Instr,Texp sec,Sky PA,Filters etc.,Slit,Grat,CenwA,Comments,night,date,mjd,RA_deg,Dec_deg,search_group
3389,1660323,169P,12:18:12.00,-00:19:27.9,2000.0,02:30,1.16,WFC,60.07,180.0,Sloan r 214,,,,None,20230315,20230316,60019.104166666664,184.54999999999998,-0.32441666666666663,135.0
3390,1660324,169P,12:18:12.00,-00:19:27.9,2000.0,02:32,1.16,WFC,60.09,180.0,Sloan r 214,,,,None,20230315,20230316,60019.10555555556,184.54999999999998,-0.32441666666666663,135.0
3391,1660325,169P,12:18:12.00,-00:19:28.0,2000.0,02:34,1.16,WFC,60.06,180.0,Sloan r 214,,,,None,20230315,20230316,60019.106944444444,184.54999999999998,-0.3244444444444444,135.0
3392,1660326,169P,12:18:11.99,-00:19:27.9,2000.0,02:36,1.16,WFC,60.09,180.0,Sloan g 220,,,,None,20230315,20230316,60019.10833333333,184.5499583333333,-0.32441666666666663,135.0
3393,1660327,169P,12:18:11.99,-00:19:27.9,2000.0,02:38,1.16,WFC,60.04,180.0,Sloan g 220,,,,None,20230315,20230316,60019.10972222222,184.5499583333333,-0.32441666666666663,135.0
3394,1660328,169P,12:18:12.00,-00:19:27.9,2000.0,02:40,1.17,WFC,60.07,180.0,Sloan g 220,,,,None,20230315,20230316,60019.11111111111,184.54999999999998,-0.32441666666666663,135.0
3395,1660329,169P,12:18:12.00,-00:19:28.0,2000.0,02:41,1.17,WFC,60.05,180.0,Sloan g 220,,,,None,20230315,20230316,60019.111805555556,184.54999999999998,-0.3244444444444444,135.0
3396,1660330,169P,12:18:12.00,-00:19:27.9,2000.0,02:43,1.17,WFC,60.2,180.0,Sloan g 220,,,,None,20230315,20230316,60019.11319444444,184.54999999999998,-0.32441666666666663,135.0
3397,1660331,169P,12:18:11.99,-00:19:28.0,2000.0,02:45,1.17,WFC,60.07,180.0,Sloan g 220,,,,None,20230315,20230316,60019.114583333336,184.5499583333333,-0.3244444444444444,135.0
3398,1660332,169P,12:18:11.99,-00:19:27.9,2000.0,02:47,1.17,WFC,60.07,180.0,Sloan g 220,,,,None,20230315,20230316,60019.11597222222,184.5499583333333,-0.32441666666666663,135.0
3399,1660333,169P,12:18:12.00,-00:19:28.0,2000.0,02:48,1.18,WFC,60.06,180.0,Sloan g 220,,,,None,20230315,20230316,60019.11666666667,184.54999999999998,-0.3244444444444444,135.0
3400,1660334,169P,12:18:12.00,-00:19:27.9,2000.0,02:50,1.18,WFC,60.06,180.0,Sloan g 220,,,,None,20230315,20230316,60019.118055555555,184.54999999999998,-0.32441666666666663,135.0
3401,1660335,169P,12:18:11.99,-00:19:28.0,2000.0,02:52,1.18,WFC,60.01,180.0,Sloan g 220,,,,None,20230315,20230316,60019.11944444444,184.5499583333333,-0.3244444444444444,135.0
3402,1660336,169P,12:18:12.00,-00:19:27.8,2000.0,02:54,1.18,WFC,60.06,180.0,Sloan r 214,,,,None,20230315,20230316,60019.120833333334,184.54999999999998,-0.3243888888888889,135.0
3403,1660337,169P,12:18:11.99,-00:19:27.9,2000.0,02:56,1.19,WFC,60.05,180.0,Sloan r 214,,,,None,20230315,20230316,60019.12222222222,184.5499583333333,-0.32441666666666663,135.0
3404,1660338,169P,12:18:12.00,-00:19:27.9,2000.0,02:58,1.19,WFC,60.06,180.0,Sloan r 214,,,,None,20230315,20230316,60019.123611111114,184.54999999999998,-0.32441666666666663,135.0
3405,1660339,169P,12:18:12.00,-00:19:28.0,2000.0,03:00,1.19,WFC,60.07,180.0,Sloan r 214,,,,None,20230315,20230316,60019.125,184.54999999999998,-0.3244444444444444,135.0
3406,1660340,169P,12:18:11.99,-00:19:27.9,2000.0,03:02,1.19,WFC,60.08,180.0,Sloan r 214,,,,None,20230315,20230316,60019.126388888886,184.5499583333333,-0.32441666666666663,135.0
3407,1660341,169P,12:18:12.00,-00:19:28.0,2000.0,03:03,1.2,WFC,60.12,180.0,Sloan r 214,,,,None,20230315,20230316,60019.12708333333,184.54999999999998,-0.3244444444444444,135.0
3408,1660342,169P,12:18:11.99,-00:19:28.0,2000.0,03:05,1.2,WFC,60.05,180.0,Sloan r 214,,,,None,20230315,20230316,60019.12847222222,184.5499583333333,-0.3244444444444444,135.0
3409,1660343,169P,12:18:12.00,-00:19:28.0,2000.0,03:07,1.2,WFC,60.07,180.0,Sloan r 214,,,,None,20230315,20230316,60019.12986111111,184.54999999999998,-0.3244444444444444,135.0
3410,1660344,169P,12:18:12.00,-00:19:28.0,2000.0,03:09,1.21,WFC,60.05,180.0,Sloan r 214,,,,None,20230315,20230316,60019.13125,184.54999999999998,-0.3244444444444444,135.0
3411,1660345,169P,12:18:11.99,-00:19:28.0,2000.0,03:11,1.21,WFC,60.08,180.0,Sloan r 214,,,,None,20230315,20230316,60019.13263888889,184.5499583333333,-0.3244444444444444,135.0
3412,1660346,169P,12:18:12.00,-00:19:28.0,2000.0,03:12,1.21,WFC,60.07,180.0,Sloan r 214,,,,None,20230315,20230316,60019.13333333333,184.54999999999998,-0.3244444444444444,135.0
3413,1660347,169P,12:18:11.99,-00:19:27.9,2000.0,03:14,1.22,WFC,60.07,180.0,Sloan r 214,,,,None,20230315,20230316,60019.134722222225,184.5499583333333,-0.32441666666666663,135.0
3414,1660348,169P,12:18:12.00,-00:19:27.9,2000.0,03:16,1.22,WFC,60.07,180.0,Sloan r 214,,,,None,20230315,20230316,60019.13611111111,184.54999999999998,-0.32441666666666663,135.0
3415,1660349,169P,12:18:11.99,-00:19:28.0,2000.0,03:18,1.22,WFC,60.04,180.0,Sloan r 214,,,,None,20230315,20230316,60019.1375,184.5499583333333,-0.3244444444444444,135.0
3416,1660350,169P,12:18:11.99,-00:19:27.9,2000.0,03:19,1.23,WFC,60.04,180.0,Sloan r 214,,,,None,20230315,20230316,60019.138194444444,184.5499583333333,-0.32441666666666663,135.0
3417,1660351,169P,12:18:12.00,-00:19:27.9,2000.0,03:21,1.23,WFC,59.59,180.0,Sloan r 214,,,,None,20230315,20230316,60019.13958333333,184.54999999999998,-0.32441666666666663,135.0
3418,1660352,169P,12:18:12.00,-00:19:28.0,2000.0,03:23,1.23,WFC,60.07,180.0,Sloan r 214,,,,None,20230315,20230316,60019.14097222222,184.54999999999998,-0.3244444444444444,135.0
3419,1660353,169P,12:18:12.00,-00:19:28.0,2000.0,03:25,1.24,WFC,60.07,180.0,Sloan r 214,,,,None,20230315,20230316,60019.14236111111,184.54999999999998,-0.3244444444444444,135.0
3420,1660354,169P,12:18:12.00,-00:19:27.9,2000.0,03:27,1.24,WFC,60.08,180.0,Sloan r 214,,,,None,20230315,20230316,60019.14375,184.54999999999998,-0.32441666666666663,135.0
3421,1660355,169P,12:18:12.00,-00:19:27.9,2000.0,03:28,1.25,WFC,60.11,180.0,Sloan r 214,,,,None,20230315,20230316,60019.14444444444,184.54999999999998,-0.32441666666666663,135.0
3422,1660356,169P,12:18:11.99,-00:19:28.0,2000.0,03:30,1.25,WFC,60.04,180.0,Sloan r 214,,,,None,20230315,20230316,60019.145833333336,184.5499583333333,-0.3244444444444444,135.0
3423,1660357,169P,12:18:11.99,-00:19:28.0,2000.0,03:32,1.25,WFC,60.06,180.0,Sloan r 214,,,,None,20230315,20230316,60019.14722222222,184.5499583333333,-0.3244444444444444,135.0
3424,1660358,169P,12:18:11.99,-00:19:27.9,2000.0,03:34,1.26,WFC,60.08,180.0,Sloan r 214,,,,None,20230315,20230316,60019.14861111111,184.5499583333333,-0.32441666666666663,135.0
3425,1660359,169P,12:18:11.99,-00:19:28.0,2000.0,03:36,1.26,WFC,60.07,180.0,Sloan r 214,,,,None,20230315,20230316,60019.15,184.5499583333333,-0.3244444444444444,135.0
3426,1660360,169P,12:18:11.99,-00:19:27.9,2000.0,03:37,1.27,WFC,60.08,180.0,Sloan r 214,,,,None,20230315,20230316,60019.15069444444,184.5499583333333,-0.32441666666666663,135.0
3427,1660361,169P,12:18:12.00,-00:19:27.9,2000.0,03:39,1.27,WFC,60.06,180.0,Sloan r 214,,,,None,20230315,20230316,60019.152083333334,184.54999999999998,-0.32441666666666663,135.0
3428,1660362,169P,12:18:12.00,-00:19:28.0,2000.0,03:41,1.28,WFC,60.08,180.0,Sloan r 214,,,,None,20230315,20230316,60019.15347222222,184.54999999999998,-0.3244444444444444,135.0
3429,1660363,169P,12:18:12.00,-00:19:27.9,2000.0,03:43,1.28,WFC,59.59,180.0,Sloan r 214,,,,None,20230315,20230316,60019.154861111114,184.54999999999998,-0.32441666666666663,135.0
3430,1660364,169P,12:18:12.00,-00:19:27.9,2000.0,03:45,1.29,WFC,60.05,180.0,Sloan r 214,,,,None,20230315,20230316,60019.15625,184.54999999999998,-0.32441666666666663,135.0
3431,1660365,169P,12:18:11.99,-00:19:28.0,2000.0,03:46,1.29,WFC,60.06,180.0,Sloan r 214,,,,None,20230315,20230316,60019.15694444445,184.5499583333333,-0.3244444444444444,135.0
3432,1660366,169P,12:18:11.99,-00:19:27.9,2000.0,03:48,1.3,WFC,60.03,180.0,Sloan r 214,,,,None,20230315,20230316,60019.15833333333,184.5499583333333,-0.32441666666666663,135.0
3433,1660367,169P,12:18:12.00,-00:19:27.9,2000.0,03:50,1.3,WFC,59.56,180.0,Sloan r 214,,,,None,20230315,20230316,60019.15972222222,184.54999999999998,-0.32441666666666663,135.0
3434,1660368,169P,12:18:12.00,-00:19:28.0,2000.0,03:52,1.31,WFC,60.04,180.0,Sloan r 214,,,,None,20230315,20230316,60019.16111111111,184.54999999999998,-0.3244444444444444,135.0
3435,1660369,169P,12:18:11.99,-00:19:28.0,2000.0,03:53,1.31,WFC,60.08,180.0,Sloan r 214,,,,None,20230315,20230316,60019.16180555556,184.5499583333333,-0.3244444444444444,135.0
3436,1660370,169P,12:18:11.99,-00:19:27.9,2000.0,03:55,1.32,WFC,60.09,180.0,Sloan r 214,,,,None,20230315,20230316,60019.163194444445,184.5499583333333,-0.32441666666666663,135.0
3437,1660371,169P,12:18:12.00,-00:19:27.9,2000.0,03:57,1.33,WFC,60.05,180.0,Sloan r 214,,,,None,20230315,20230316,60019.16458333333,184.54999999999998,-0.32441666666666663,135.0
3438,1660372,169P,12:18:12.00,-00:19:28.0,2000.0,03:59,1.33,WFC,60.07,180.0,Sloan r 214,,,,None,20230315,20230316,60019.165972222225,184.54999999999998,-0.3244444444444444,135.0
3439,1660373,169P,12:18:12.00,-00:19:28.0,2000.0,04:01,1.34,WFC,60.09,180.0,Sloan r 214,,,,None,20230315,20230316,60019.16736111111,184.54999999999998,-0.3244444444444444,135.0
3440,1660374,169P,12:18:12.00,-00:19:28.0,2000.0,04:02,1.34,WFC,60.08,180.0,Sloan r 214,,,,None,20230315,20230316,60019.16805555556,184.54999999999998,-0.3244444444444444,135.0
3441,1660375,169P,12:18:11.99,-00:19:28.0,2000.0,04:04,1.35,WFC,60.09,180.0,Sloan r 214,,,,None,20230315,20230316,60019.169444444444,184.5499583333333,-0.3244444444444444,135.0
3442,1660376,169P,12:18:12.00,-00:19:28.0,2000.0,04:06,1.36,WFC,60.08,180.0,Sloan r 214,,,,None,20230315,20230316,60019.17083333333,184.54999999999998,-0.3244444444444444,135.0
3443,1660377,169P,12:18:11.99,-00:19:27.9,2000.0,04:08,1.37,WFC,60.04,180.0,Sloan r 214,,,,None,20230315,20230316,60019.17222222222,184.5499583333333,-0.32441666666666663,135.0
3444,1660378,169P,12:18:12.00,-00:19:27.9,2000.0,04:09,1.37,WFC,60.06,180.0,Sloan r 214,,,,None,20230315,20230316,60019.17291666667,184.54999999999998,-0.32441666666666663,135.0
3445,1660379,169P,12:18:11.99,-00:19:27.9,2000.0,04:11,1.38,WFC,60.05,180.0,Sloan r 214,,,,None,20230315,20230316,60019.174305555556,184.5499583333333,-0.32441666666666663,135.0
3446,1660380,169P,12:18:11.99,-00:19:28.0,2000.0,04:13,1.39,WFC,60.04,180.0,Sloan r 214,,,,None,20230315,20230316,60019.17569444444,184.5499583333333,-0.3244444444444444,135.0
3447,1660381,169P,12:18:12.00,-00:19:27.9,2000.0,04:15,1.39,WFC,60.05,180.0,Sloan r 214,,,,None,20230315,20230316,60019.177083333336,184.54999999999998,-0.32441666666666663,135.0
3448,1660382,169P,12:18:11.99,-00:19:28.0,2000.0,04:17,1.4,WFC,60.06,180.0,Sloan r 214,,,,None,20230315,20230316,60019.17847222222,184.5499583333333,-0.3244444444444444,135.0
3449,1660383,169P,12:18:11.99,-00:19:27.9,2000.0,04:18,1.41,WFC,59.55,180.0,Sloan r 214,,,,None,20230315,20230316,60019.17916666667,184.5499583333333,-0.32441666666666663,135.0
3450,1660384,169P,12:18:12.00,-00:19:27.9,2000.0,04:20,1.42,WFC,60.06,180.0,Sloan r 214,,,,None,20230315,20230316,60019.180555555555,184.54999999999998,-0.32441666666666663,135.0
3451,1660385,169P,12:18:12.00,-00:19:28.0,2000.0,04:22,1.43,WFC,60.07,180.0,Sloan r 214,,,,None,20230315,20230316,60019.18194444444,184.54999999999998,-0.3244444444444444,135.0
3452,1660386,169P,12:18:11.99,-00:19:28.0,2000.0,04:25,1.44,WFC,60.06,180.0,Sloan r 214,,,,None,20230315,20230316,60019.18402777778,184.5499583333333,-0.3244444444444444,135.0
3453,1660387,169P,12:18:12.00,-00:19:28.0,2000.0,04:27,1.45,WFC,60.07,180.0,Sloan r 214,,,,None,20230315,20230316,60019.18541666667,184.54999999999998,-0.3244444444444444,135.0
3454,1660388,169P,12:18:11.99,-00:19:28.0,2000.0,04:28,1.46,WFC,60.07,180.0,Sloan r 214,,,,None,20230315,20230316,60019.186111111114,184.5499583333333,-0.3244444444444444,135.0
3455,1660389,169P,12:18:12.00,-00:19:27.9,2000.0,04:30,1.46,WFC,60.07,180.0,Sloan r 214,,,,None,20230315,20230316,60019.1875,184.54999999999998,-0.32441666666666663,135.0
3456,1660390,169P,12:18:12.00,-00:19:27.9,2000.0,04:32,1.47,WFC,60.04,180.0,Sloan r 214,,,,None,20230315,20230316,60019.188888888886,184.54999999999998,-0.32441666666666663,135.0
3457,1660391,169P,12:18:11.99,-00:19:28.0,2000.0,04:34,1.48,WFC,60.07,180.0,Sloan r 214,,,,None,20230315,20230316,60019.19027777778,184.5499583333333,-0.3244444444444444,135.0
3458,1660392,169P,12:18:11.99,-00:19:27.9,2000.0,04:35,1.49,WFC,60.05,180.0,Sloan r 214,,,,None,20230315,20230316,60019.19097222222,184.5499583333333,-0.32441666666666663,135.0
3459,1660393,169P,12:18:11.99,-00:19:27.9,2000.0,04:37,1.5,WFC,60.06,180.0,Sloan r 214,,,,None,20230315,20230316,60019.19236111111,184.5499583333333,-0.32441666666666663,135.0
3460,1660394,169P,12:18:12.00,-00:19:27.9,2000.0,04:39,1.51,WFC,60.07,180.0,Sloan r 214,,,,None,20230315,20230316,60019.19375,184.54999999999998,-0.32441666666666663,135.0
3461,1660395,169P,12:18:11.99,-00:19:28.0,2000.0,04:41,1.52,WFC,60.09,180.0,Sloan r 214,,,,None,20230315,20230316,60019.19513888889,184.5499583333333,-0.3244444444444444,135.0
3462,1660396,169P,12:18:11.99,-00:19:28.0,2000.0,04:43,1.53,WFC,60.06,180.0,Sloan r 214,,,,None,20230315,20230316,60019.19652777778,184.5499583333333,-0.3244444444444444,135.0
3463,1660397,169P,12:18:11.99,-00:19:28.0,2000.0,04:44,1.54,WFC,60.08,180.0,Sloan r 214,,,,None,20230315,20230316,60019.197222222225,184.5499583333333,-0.3244444444444444,135.0
3464,1660398,169P,12:18:12.00,-00:19:28.0,2000.0,04:46,1.56,WFC,60.05,180.0,Sloan r 214,,,,None,20230315,20230316,60019.19861111111,184.54999999999998,-0.3244444444444444,135.0
3465,1660399,169P,12:18:11.99,-00:19:28.0,2000.0,04:48,1.57,WFC,60.08,180.0,Sloan r 214,,,,None,20230315,20230316,60019.2,184.5499583333333,-0.3244444444444444,135.0
3466,1660400,169P,12:18:12.00,-00:19:28.0,2000.0,04:50,1.58,WFC,60.06,180.0,Sloan r 214,,,,None,20230315,20230316,60019.20138888889,184.54999999999998,-0.3244444444444444,135.0
3467,1660401,169P,12:18:11.99,-00:19:28.0,2000.0,04:51,1.59,WFC,60.04,180.0,Sloan r 214,,,,None,20230315,20230316,60019.20208333333,184.5499583333333,-0.3244444444444444,135.0
3468,1660402,169P,12:18:12.00,-00:19:28.0,2000.0,04:53,1.6,WFC,60.07,180.0,Sloan r 214,,,,None,20230315,20230316,60019.20347222222,184.54999999999998,-0.3244444444444444,135.0
3469,1660403,169P,12:18:11.99,-00:19:28.0,2000.0,04:55,1.61,WFC,60.07,180.0,Sloan r 214,,,,None,20230315,20230316,60019.20486111111,184.5499583333333,-0.3244444444444444,135.0
3470,1660404,169P,12:18:12.00,-00:19:27.9,2000.0,04:57,1.63,WFC,60.06,180.0,Sloan r 214,,,,None,20230315,20230316,60019.20625,184.54999999999998,-0.32441666666666663,135.0
3471,1660405,169P,12:18:11.99,-00:19:28.0,2000.0,04:59,1.64,WFC,60.09,180.0,Sloan r 214,,,,None,20230315,20230316,60019.20763888889,184.5499583333333,-0.3244444444444444,135.0
3472,1660406,169P,12:18:12.00,-00:19:28.0,2000.0,05:00,1.65,WFC,60.04,180.0,Sloan r 214,,,,None,20230315,20230316,60019.208333333336,184.54999999999998,-0.3244444444444444,135.0
3473,1660407,169P,12:18:12.00,-00:19:28.0,2000.0,05:02,1.67,WFC,60.06,180.0,Sloan r 214,,,,None,20230315,20230316,60019.20972222222,184.54999999999998,-0.3244444444444444,135.0
3474,1660408,169P,12:18:11.99,-00:19:27.9,2000.0,05:04,1.68,WFC,60.06,180.0,Sloan r 214,,,,None,20230315,20230316,60019.21111111111,184.5499583333333,-0.32441666666666663,135.0
3475,1660409,169P,12:18:12.00,-00:19:28.0,2000.0,05:06,1.7,WFC,60.1,180.0,Sloan r 214,,,,None,20230315,20230316,60019.2125,184.54999999999998,-0.3244444444444444,135.0
3476,1660410,169P,12:18:12.00,-00:19:28.0,2000.0,05:08,1.71,WFC,60.09,180.0,Sloan r 214,,,,None,20230315,20230316,60019.21388888889,184.54999999999998,-0.3244444444444444,135.0
3477,1660411,NAKANOTADAO,13:40:44.97,-04:31:25.6,2000.0,05:13,1.37,WFC,60.06,180.0,Sloan r 214,,,,None,20230315,20230316,60019.217361111114,205.18737499999997,-4.523777777777778,136.0
3478,1660412,NAKANOTADAO,13:40:44.93,-04:31:25.1,2000.0,05:15,1.38,WFC,60.08,180.0,Sloan r 214,,,,None,20230315,20230316,60019.21875,205.1872083333333,-4.523638888888889,136.0
3479,1660413,NAKANOTADAO,13:40:44.89,-04:31:24.7,2000.0,05:17,1.39,WFC,60.04,180.0,Sloan r 214,,,,None,20230315,20230316,60019.220138888886,205.18704166666663,-4.523527777777778,136.0
3480,1660414,NAKANOTADAO,13:40:44.86,-04:31:24.2,2000.0,05:19,1.39,WFC,60.05,180.0,Sloan r 214,,,,None,20230315,20230316,60019.22152777778,205.18691666666663,-4.5233888888888885,136.0
3481,1660415,NAKANOTADAO,13:40:44.82,-04:31:23.7,2000.0,05:20,1.4,WFC,60.06,180.0,Sloan r 214,,,,None,20230315,20230316,60019.22222222222,205.18674999999996,-4.52325,136.0
3482,1660416,NAKANOTADAO,13:40:44.78,-04:31:23.2,2000.0,05:22,1.41,WFC,60.07,180.0,Sloan r 214,,,,None,20230315,20230316,60019.22361111111,205.18658333333332,-4.523111111111111,136.0
3483,1660417,NAKANOTADAO,13:40:44.74,-04:31:22.8,2000.0,05:24,1.41,WFC,60.07,180.0,Sloan r 214,,,,None,20230315,20230316,60019.225,205.18641666666662,-4.523,136.0
3484,1660418,NAKANOTADAO,13:40:44.70,-04:31:22.1,2000.0,05:26,1.42,WFC,60.07,180.0,Sloan r 214,,,,None,20230315,20230316,60019.22638888889,205.18624999999997,-4.522805555555555,136.0
3485,1660419,NAKANOTADAO,13:40:44.66,-04:31:21.6,2000.0,05:28,1.43,WFC,60.05,180.0,Sloan r 214,,,,None,20230315,20230316,60019.22777777778,205.1860833333333,-4.522666666666667,136.0
3486,1660420,NAKANOTADAO,13:40:44.63,-04:31:21.2,2000.0,05:29,1.44,WFC,59.58,180.0,Sloan r 214,,,,None,20230315,20230316,60019.228472222225,205.1859583333333,-4.522555555555556,136.0
3487,1660421,NAKANOTADAO,13:40:44.59,-04:31:20.8,2000.0,05:31,1.44,WFC,60.05,180.0,Sloan r 214,,,,None,20230315,20230316,60019.22986111111,205.18579166666663,-4.522444444444444,136.0
3488,1660422,NAKANOTADAO,13:40:44.55,-04:31:20.1,2000.0,05:33,1.45,WFC,60.07,180.0,Sloan r 214,,,,None,20230315,20230316,60019.23125,205.185625,-4.52225,136.0
3489,1660423,NAKANOTADAO,13:40:44.51,-04:31:19.7,2000.0,05:35,1.46,WFC,60.08,180.0,Sloan r 214,,,,None,20230315,20230316,60019.23263888889,205.1854583333333,-4.522138888888889,136.0
3490,1660424,NAKANOTADAO,13:40:44.48,-04:31:19.2,2000.0,05:36,1.47,WFC,60.08,180.0,Sloan r 214,,,,None,20230315,20230316,60019.23333333333,205.1853333333333,-4.522,136.0
3491,1660425,NAKANOTADAO,13:40:44.44,-04:31:18.7,2000.0,05:38,1.48,WFC,60.09,180.0,Sloan r 214,,,,None,20230315,20230316,60019.23472222222,205.18516666666665,-4.521861111111111,136.0
3492,1660426,NAKANOTADAO,13:40:44.40,-04:31:18.2,2000.0,05:40,1.48,WFC,60.08,180.0,Sloan r 214,,,,None,20230315,20230316,60019.23611111111,205.18499999999997,-4.521722222222222,136.0
3493,1660427,NAKANOTADAO,13:40:44.36,-04:31:17.8,2000.0,05:42,1.49,WFC,60.08,180.0,Sloan r 214,,,,None,20230315,20230316,60019.2375,205.1848333333333,-4.5216111111111115,136.0
3494,1660428,NAKANOTADAO,13:40:44.32,-04:31:17.2,2000.0,05:44,1.5,WFC,60.05,180.0,Sloan r 214,,,,None,20230315,20230316,60019.23888888889,205.18466666666666,-4.521444444444445,136.0
3495,1660429,NAKANOTADAO,13:40:44.28,-04:31:16.8,2000.0,05:45,1.51,WFC,60.03,180.0,Sloan r 214,,,,None,20230315,20230316,60019.239583333336,205.18449999999996,-4.521333333333334,136.0
3496,1660430,NAKANOTADAO,13:40:44.25,-04:31:16.3,2000.0,05:47,1.52,WFC,60.09,180.0,Sloan r 214,,,,None,20230315,20230316,60019.24097222222,205.18437499999996,-4.521194444444444,136.0
3497,1660470,10P,6:59:55.824,+22:18:19.4,2000.0,20:29,1.01,WFC,120.06,180.0,Sloan r 214,,,,None,20230316,20230316,60019.853472222225,104.98259999999999,22.30538888888889,137.0
3498,1660471,10P,6:59:55.826,+22:18:19.5,2000.0,20:33,1.01,WFC,120.05,180.0,Sloan r 214,,,,None,20230316,20230316,60019.85625,104.98260833333332,22.305416666666666,137.0
3499,1660472,10P,6:59:55.826,+22:18:19.5,2000.0,20:36,1.01,WFC,120.04,180.0,Sloan r 214,,,,None,20230316,20230316,60019.85833333333,104.98260833333332,22.305416666666666,137.0
3500,1660473,10P,6:59:55.828,+22:18:19.5,2000.0,20:38,1.01,WFC,120.02,180.0,Sloan r 214,,,,None,20230316,20230316,60019.85972222222,104.98261666666666,22.305416666666666,137.0
3501,1660474,10P,6:59:55.824,+22:18:19.4,2000.0,20:41,1.01,WFC,120.02,180.0,Sloan r 214,,,,None,20230316,20230316,60019.861805555556,104.98259999999999,22.30538888888889,137.0
3502,1660475,10P,6:59:55.826,+22:18:19.5,2000.0,20:44,1.01,WFC,119.99,180.0,Sloan r 214,,,,None,20230316,20230316,60019.86388888889,104.98260833333332,22.305416666666666,137.0
3503,1660476,10P,6:59:55.828,+22:18:19.5,2000.0,20:47,1.01,WFC,120.04,180.0,Sloan r 214,,,,None,20230316,20230316,60019.86597222222,104.98261666666666,22.305416666666666,137.0
3504,1660477,10P,6:59:55.826,+22:18:19.5,2000.0,20:50,1.01,WFC,120.0,180.0,Sloan r 214,,,,None,20230316,20230316,60019.868055555555,104.98260833333332,22.305416666666666,137.0
3505,1660478,10P,6:59:55.826,+22:18:19.4,2000.0,20:53,1.01,WFC,120.01,180.0,Sloan r 214,,,,None,20230316,20230316,60019.87013888889,104.98260833333332,22.30538888888889,137.0
3506,1660479,10P,6:59:55.826,+22:18:19.4,2000.0,20:55,1.01,WFC,120.04,180.0,Sloan r 214,,,,None,20230316,20230316,60019.87152777778,104.98260833333332,22.30538888888889,137.0
3507,1660480,10P,6:59:55.825,+22:18:19.4,2000.0,20:58,1.01,WFC,120.03,180.0,Sloan r 214,,,,None,20230316,20230316,60019.873611111114,104.98260416666666,22.30538888888889,137.0
3508,1660481,10P,6:59:55.826,+22:18:19.5,2000.0,21:01,1.01,WFC,120.05,180.0,Sloan r 214,,,,None,20230316,20230316,60019.87569444445,104.98260833333332,22.305416666666666,137.0
3509,1660482,10P,6:59:55.826,+22:18:19.4,2000.0,21:04,1.01,WFC,120.02,180.0,Sloan r 214,,,,None,20230316,20230316,60019.87777777778,104.98260833333332,22.30538888888889,137.0
3510,1660483,10P,6:59:55.827,+22:18:19.5,2000.0,21:07,1.01,WFC,119.98,180.0,Sloan r 214,,,,None,20230316,20230316,60019.87986111111,104.98261249999999,22.305416666666666,137.0
3511,1660484,10P,6:59:55.828,+22:18:19.5,2000.0,21:09,1.02,WFC,120.05,180.0,Sloan r 214,,,,None,20230316,20230316,60019.88125,104.98261666666666,22.305416666666666,137.0
3512,1660485,10P,6:59:55.827,+22:18:19.5,2000.0,21:12,1.02,WFC,120.01,180.0,Sloan r 214,,,,None,20230316,20230316,60019.88333333333,104.98261249999999,22.305416666666666,137.0
3513,1660486,10P,6:59:55.824,+22:18:19.5,2000.0,21:15,1.02,WFC,120.04,180.0,Sloan r 214,,,,None,20230316,20230316,60019.885416666664,104.98259999999999,22.305416666666666,137.0
3514,1660487,10P,6:59:55.826,+22:18:19.4,2000.0,21:18,1.02,WFC,120.02,180.0,Sloan r 214,,,,None,20230316,20230316,60019.8875,104.98260833333332,22.30538888888889,137.0
3515,1660488,10P,6:59:55.827,+22:18:19.5,2000.0,21:21,1.02,WFC,120.02,180.0,Sloan r 214,,,,None,20230316,20230316,60019.88958333333,104.98261249999999,22.305416666666666,137.0
3516,1660489,10P,6:59:55.826,+22:18:19.4,2000.0,21:23,1.03,WFC,120.02,180.0,Sloan r 214,,,,None,20230316,20230316,60019.89097222222,104.98260833333332,22.30538888888889,137.0
3517,1660490,10P,6:59:55.827,+22:18:19.5,2000.0,21:26,1.03,WFC,120.02,180.0,Sloan r 214,,,,None,20230316,20230316,60019.893055555556,104.98261249999999,22.305416666666666,137.0
3518,1660491,10P,6:59:55.828,+22:18:19.5,2000.0,21:29,1.03,WFC,120.07,180.0,Sloan r 214,,,,None,20230316,20230316,60019.89513888889,104.98261666666666,22.305416666666666,137.0
3519,1660492,10P,6:59:55.826,+22:18:19.4,2000.0,21:32,1.03,WFC,120.01,180.0,Sloan r 214,,,,None,20230316,20230316,60019.89722222222,104.98260833333332,22.30538888888889,137.0
3520,1660493,10P,6:59:55.826,+22:18:19.5,2000.0,21:35,1.04,WFC,120.02,180.0,Sloan r 214,,,,None,20230316,20230316,60019.899305555555,104.98260833333332,22.305416666666666,137.0
3521,1660494,10P,6:59:55.826,+22:18:19.4,2000.0,21:37,1.04,WFC,120.01,180.0,Sloan r 214,,,,None,20230316,20230316,60019.90069444444,104.98260833333332,22.30538888888889,137.0
3522,1660495,10P,6:59:55.824,+22:18:19.5,2000.0,21:40,1.04,WFC,120.01,180.0,Sloan r 214,,,,None,20230316,20230316,60019.90277777778,104.98259999999999,22.305416666666666,137.0
